text,speaker,season,episode,scene,utterance
"Ya, you know, Rachel ... she'll do whatever you want. Y'know, you can just walk all over her.",Phoebe Buffay,6,12,6,13
"What? Wait a minute. What are you saying, that I'm a pushover? I'm not a pushover.",Rachel Green,6,12,6,14
"Oh, okay, you're not a pushover.",Phoebe Buffay,6,12,6,15
"Oh my ... you think I'm a pushover. Well wait, watch this, you know what? You're not invited to lunch. What do you think of that? I think that's pretty strong, that's what I think. Come on, Monica, let's go to lunch.",Rachel Green,6,12,6,16
You start working on that list.,Monica Geller,6,12,6,17
I cannot believe her.,Rachel Green,6,12,6,19
I know. Where do you wanna go eat?,Monica Geller,6,12,6,20
"Oh, oh, I love that Japanese place.",Rachel Green,6,12,6,21
I'm sick of Japanese. We're not going there.,Monica Geller,6,12,6,22
"All right, wherever you wanna go is cool.",Rachel Green,6,12,6,23
All right.,Monica Geller,6,12,6,24
"Oh, hey, Gunther, check this out.",Ross Geller,6,12,7,2
"Hey Ross, listen, you want anything to drink, 'cause I'm heading up there.",Joey Tribbiani,6,12,7,6
"Uh, yeah, I'll take a coffee. Thanks, man.",Ross Geller,6,12,7,7
Sure. Coffee? 'Cause I'm going up there.,Joey Tribbiani,6,12,7,8
No.,Rachel Green,6,12,7,9
"No, thank you.",Monica Geller,6,12,7,10
"You guys need anything, 'cause I'm heading up there.",Joey Tribbiani,6,12,7,11
You got it.,Joey Tribbiani,6,12,7,13
"Joey, what are you doing?",Monica Geller,6,12,7,14
Just being friendly.,Joey Tribbiani,6,12,7,15
"Joey, honey, I don't think you're supposed to go back there.",Rachel Green,6,12,7,16
"Nah, it's okay. Right, Gunther?",Joey Tribbiani,6,12,7,17
"Okay, but I don't see you asking any other paying customers to put on aprons.",Joey Tribbiani,6,12,7,19
"Joey, do you work here?",Monica Geller,6,12,7,20
No.,Joey Tribbiani,6,12,7,21
Yeah?,Joey Tribbiani,6,12,7,23
"Joey, what's going on. What didn't you tell us you work here?",Monica Geller,6,12,8,2
"It's kind of embarrassing, y'know. I mean, I was an actor and now I'm a waiter. It's supposed to go in the other direction.",Joey Tribbiani,6,12,8,3
So is your apron. You're wearing it like a cape.,Chandler Bing,6,12,8,4
"I mean, the job's easy and the money's good, you know? I guess I'm going to be hanging out here anyway. I might as well get paid for it, right? I just feel kind of weird serving you guys.",Joey Tribbiani,6,12,8,5
"Come on, Joey, I did it and it was fine.",Rachel Green,6,12,8,6
"Yeah, why would it be weird? Hey, Joey, can I get some coffee?",Ross Geller,6,12,8,7
"Okay, I guess it doesn't seem that weird.",Joey Tribbiani,6,12,8,8
"Seriously, I-I asked you before and you still haven't gotten it.",Ross Geller,6,12,8,9
"See, now it's weird again.",Joey Tribbiani,6,12,8,10
"I Think It's Great That You Work Here. You'Re Going To Make A Lot Of Money, And Here's Your First Tip. Don't eat yellow snow. . Ah ha ha, 2:15, coffeehouse.",Chandler Bing,6,12,8,11
"Well, you know what? This is great. Finally, I have someone I can pass on my wisdom too. Let me tell you about a couple of things I learned while working at the coffeehouse. First of all, the customer is always right. A smile goes a long way. And if anyone is ever rude to you? Sneeze muffin.",Rachel Green,6,12,8,12
"Thanks, Rach. Look, you guys are just terrific. Y'know? Now, how about clearing out of here so I can get some new customers. It's all about turnover.",Joey Tribbiani,6,12,8,13
"Joey, seriously, can I get my coffee?",Ross Geller,6,12,8,14
"Oh, I'm sorry, Ross. I'll get it for you right now. And since I made you wait, I'll toss in a free muffin.",Joey Tribbiani,6,12,8,15
Phoebe. We would like to talk to you for a second.,Rachel Green,6,12,9,2
Okay.,Phoebe Buffay,6,12,9,3
"So, maybe I am a little high maintenance. And maybe Rachel is a little bit of a pushover. But you know what we decided you are?",Monica Geller,6,12,9,4
"Yes, we are very sorry to tell you this, but you, Phoebe, are flaky.",Rachel Green,6,12,9,5
Hah!,Monica Geller,6,12,9,6
"That true, I am flaky.",Phoebe Buffay,6,12,9,7
"So, what, you're just, you're just okay with being flaky?",Rachel Green,6,12,9,8
"Yeah, totally.",Phoebe Buffay,6,12,9,9
"Well, then, I'm okay with being high maintenance.",Monica Geller,6,12,9,10
"Yeah, and I am okay with being a pushover.",Rachel Green,6,12,9,11
That's great. Good for you guys.,Phoebe Buffay,6,12,9,12
I am not high maintenance!,Monica Geller,6,12,9,13
I am not a pushover!,Rachel Green,6,12,9,14
Who said you were?,Phoebe Buffay,6,12,9,15
"Oh, I'm flaky. I'll say anything.",Phoebe Buffay,6,12,9,17
"Hey, Gunther. Can you uh, can you cover for me? I just got an audition.",Joey Tribbiani,6,12,10,2
"Really?! I like your natural color. Come on man, it's a great part. Look, check it out. I'm the lead guy's best friend and I wait for him in this bar and save his seat. Listen-listen. 'I'm sorry, that seat's saved.'",Joey Tribbiani,6,12,10,4
"Okay, maybe he's not his best friend, but ...",Joey Tribbiani,6,12,10,6
"Oh, man, I could totally get that part. 'I'm sorry, that seat is taken.'",Joey Tribbiani,6,12,10,8
"No, no, I didn't mean you. But, you believed me, huh?",Joey Tribbiani,6,12,10,10
"So, you'd hire me, right?",Joey Tribbiani,6,12,10,12
"Exactly! All right, everybody, listen up. The coffeehouse is going to be closed for about an hour.",Joey Tribbiani,6,12,10,14
"Yeah, it's for the kids. To keep the kids off drugs. It's a very important issue in this month's Playboy. I'm sure you all read about it.",Joey Tribbiani,6,12,10,16
It's my joke.,Ross Geller,6,12,11,2
It's my joke.,Chandler Bing,6,12,11,3
"Y'know, I don't think we're going to settle this.",Ross Geller,6,12,11,5
Let's have Monica decide.,Chandler Bing,6,12,11,6
Yeah!,Ross Geller,6,12,11,7
Yeah!,Chandler Bing,6,12,11,8
Hey Mon.,Ross Geller,6,12,11,9
"Mon, get out here!",Chandler Bing,6,12,11,10
Monica!,Ross Geller,6,12,11,11
"Okay, okay. You have to help us decide whose joke this is.",Chandler Bing,6,12,11,12
Why do I have to decide?,Monica Geller,6,12,11,13
Because you're the only one that can be fair.,Chandler Bing,6,12,11,14
Yeah.,Ross Geller,6,12,11,15
I can't be fair. You're my boyfriend.,Monica Geller,6,12,11,16
"Yeah, but I'm your brother. We're family. That's the most important thing in the world.",Ross Geller,6,12,11,17
"Don't try to sway her. I'm your only chance to have a baby. Okay, let's go.",Chandler Bing,6,12,11,18
We'll each tell you how we came up with the joke and then you decide which one of us is telling the truth-me.,Ross Geller,6,12,11,19
"Okay, Chandler, you go first.",Monica Geller,6,12,11,20
"Okay, I thought of the joke two months ago at lunch with Steve.",Chandler Bing,6,12,11,21
"Oh, wait, is he the guy I met at Christmas?",Monica Geller,6,12,11,22
Can I finish my story?!,Chandler Bing,6,12,11,23
Do you want me to pick you?!,Monica Geller,6,12,11,24
"See, I would never snap at you like that.",Ross Geller,6,12,11,25
Continue.,Monica Geller,6,12,11,27
"So Steve said he had to go to the doctor. And Steve's doctor's name is Doctor Muppy. So I said, 'Doctor Monkey?' And that is how the whole Doctor Monkey thing came up.",Chandler Bing,6,12,11,28
"Are you kidding? Okay, look. I-I studied evolution. Remember, evolution? Monkey into man? Plus, I'm a doctor, and I had a monkey. I'm Doctor Monkey!",Ross Geller,6,12,11,29
I'm not arguing with that.,Chandler Bing,6,12,11,30
"All right, I've heard enough. I've made my decision.",Monica Geller,6,12,11,31
"You are both idiots. The joke is not funny, and it's offensive to women, and doctors, and monkeys! You shouldn't be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world! Now let it go! The joke sucks!",Monica Geller,6,12,11,33
It's your joke.,Ross Geller,6,12,11,35
Is not.,Chandler Bing,6,12,11,36
"Hi, Chandler. There you are.",Monica Geller,6,12,12,2
"Hi, oh hi.",Chandler Bing,6,12,12,3
"Hey, it's Phoebe and Rachel. Um, why don't you tell them what you were telling me earlier about me not being high maintenance?",Monica Geller,6,12,12,4
"Monica is a self-sufficient, together lady. Being with her has been like being on a vacation. And what may be perceived as high maintenance is merely attention to detail and--generosity of spirit.",Chandler Bing,6,12,12,6
"Wow, you know what? That is the best fake speech I think I've ever heard.",Rachel Green,6,12,12,7
Really? I've heard better.,Phoebe Buffay,6,12,12,8
"Wait, wait, he came up with that himself. Tell them, Chandler.",Monica Geller,6,12,12,9
I'm out of words. Should I just say the whole thing again?,Chandler Bing,6,12,12,10
"Look, I am not high maintenance. I am not. Chandler!",Monica Geller,6,12,12,11
You're a little high maintenance.,Chandler Bing,6,12,12,12
Ahhh! You are on my list.,Monica Geller,6,12,12,13
"I'm sorry. You're not easy-going, but you're passionate, and that's good. And when you get upset about the little things, I think that I'm pretty good about making you feel better about that. And that's good too. So, they can say that you're high maintenance, but it's okay, because I like ... maintaining you.",Chandler Bing,6,12,12,14
I didn't even tell him to say that. . All right you're off my list.,Monica Geller,6,12,12,15
I'm off the list.,Chandler Bing,6,12,12,16
"Phoebe, it's okay that you don't want me to be your girlfriend because I have the best boyfriend.",Monica Geller,6,12,12,17
"Y'know, suddenly I find you very attractive.",Phoebe Buffay,6,12,12,18
"Hey, buddy boy, how'd the audition go?",Chandler Bing,6,12,12,20
"Not good, no. I didn't get the part, and I lost my job here, so ...",Joey Tribbiani,6,12,12,21
Wow! That is a bad audition.,Phoebe Buffay,6,12,12,22
How-how did you lose your job here?,Rachel Green,6,12,12,23
"Well, I had the audition but Gunther said I had to stay here and be in charge so he could go get his hair dyed. So, I went anyway, and then he fired me.",Joey Tribbiani,6,12,12,24
"He left work in the middle of the day to do a personal errand and left you in charge when you've been working here two days? That's not, that's not right.",Rachel Green,6,12,12,25
"Yeah, what are ya gonna do?",Joey Tribbiani,6,12,12,26
"Joey, you can't let him get away with that. Ya know what, I'm not going to let him get away with that. I'm going to say something to him-No, I really shouldn't say anything-No, I should say something to him. Gunther, I want you to give Joey his job back. That is really not fair that you have to fire him...",Rachel Green,6,12,12,27
What?,Rachel Green,6,12,12,29
"That's right, he can have his job back. I'm glad we got that all straightened out. There you go, Joey, you got your job back.",Rachel Green,6,12,12,31
That's great. Thanks Rach.,Joey Tribbiani,6,12,12,32
"Yeah, pretty nice, huh? Now who's a pushover?",Rachel Green,6,12,12,33
"Rach, you're in my seat.",Phoebe Buffay,6,12,12,34
"Oh, I'm sorry.",Rachel Green,6,12,12,35
"Hey, I never got to hear who you guys would pick to be your girlfriend.",Phoebe Buffay,6,12,13,2
"I pick you, Phoebe.",Monica Geller,6,12,13,3
"Oh, yeah. Definitely you, Pheebs.",Rachel Green,6,12,13,4
"Yeah, well, I kinda thought.",Phoebe Buffay,6,12,13,5
Hey.,Chandler Bing,6,12,13,8
"Hey. Oh, I have a question. If-if-if one of you had to pick one of the other two guys to go out with, who would you pick?",Rachel Green,6,12,13,9
No way.,Ross Geller,6,12,13,10
I'm not answering that.,Joey Tribbiani,6,12,13,11
Joey! No way. I'm not answering that.,Chandler Bing,6,12,13,12
"Okay Rach, that muffin and espresso, $4.50. Ross, double latte, $2.75. Chandler, coffee and a scone, $4.25. And Pheebs, herbal tea, $1.25. So, all together that's $12.75.",Joey Tribbiani,6,13,1,2
This coming from the man who couldn't split our 80 dollar phone bill in half.,Chandler Bing,6,13,1,3
Hi!,Joey Tribbiani,6,13,1,6
Oh that's on the house courtesy of Joey Tribbiani.,Joey Tribbiani,6,13,1,8
"Well, he's not used to women being so forward with him; but uh, I good check with him-He says it's okay. Great! Thanks! Bye-bye!",Joey Tribbiani,6,13,1,10
"Hey Joey, how come our stuff isn't free?",Ross Geller,6,13,1,11
It will be when you look like that in a tight skirt! This is great! I'm getting more dates than ever!,Joey Tribbiani,6,13,1,12
"Wait a minute, you're only giving free stuff away to the pretty girls?",Rachel Green,6,13,1,13
Yeah Joey that is so gross!,Phoebe Buffay,6,13,1,14
How about a scone on the house baby?,Joey Tribbiani,6,13,1,15
I'm pretty.,Phoebe Buffay,6,13,1,16
Hey does anyone have any gum?,Ross Geller,6,13,2,2
"Oh I do! Oh, y'know what? No. Wait a second. I know it's in here somewhere.",Phoebe Buffay,6,13,2,3
Y'know what? I'm good! I'm good!,Ross Geller,6,13,2,4
Hey!,Monica Geller,6,13,2,5
Hey!,Ross Geller,6,13,2,6
"Hey, what are you doing here? Shouldn't you be at work?",Chandler Bing,6,13,2,7
"Ugh, they sent me home. They said I can't work if I'm sick.",Monica Geller,6,13,2,8
I'm so sorry you're sick.,Chandler Bing,6,13,2,10
I'm not sick!! I don't get sick! Getting sick is for weaklings and for pansies!,Monica Geller,6,13,2,11
"Honey, no one thinks you're a pansy, but we do think you need a tissue.",Rachel Green,6,13,2,12
I have not been sick in over three years!,Monica Geller,6,13,2,13
I'm gonna grab you some tissue.,Chandler Bing,6,13,2,14
I don't need a tissue! I'm fine-d!,Monica Geller,6,13,2,15
When you put a 'D' at the end of 'Fine' you're not fine.,Ross Geller,6,13,2,16
"I'm fine-d. I'm fine-d! Y'know, it's a really hard word to say.",Monica Geller,6,13,2,17
Yes?,Chandler Bing,6,13,2,19
"Oh my God, Jill!",Rachel Green,6,13,2,22
"Oh my God, introduce us!",Chandler Bing,6,13,2,25
This is Chandler.,Rachel Green,6,13,2,26
And you know Monica and Ross!,Rachel Green,6,13,2,28
Hi Jill.,Ross Geller,6,13,2,29
"And that's Phoebe , and that's Joey.",Rachel Green,6,13,2,30
"Hey, how you doin'?",Joey Tribbiani,6,13,2,31
"Don't!! Honey, what are you doing here?!",Rachel Green,6,13,2,32
Which-which sister is this? Is this the spoiled one or that's bitter?,Phoebe Buffay,6,13,2,33
"Never mind, I got it.",Phoebe Buffay,6,13,2,35
Wow! What did he say?,Rachel Green,6,13,2,37
Oh! Did you hear that?! My dad's proud of me! My dad's proud of me.,Rachel Green,6,13,2,39
Rach?,Monica Geller,6,13,2,40
"Oh yeah, sorry. Wait honey, so what did you do that made dad cut you off?",Rachel Green,6,13,2,41
You bought a boat?,Monica Geller,6,13,2,43
Boy did we make friends with the wrong sister!,Chandler Bing,6,13,2,45
"Jill, honey, I think this is the best thing that could've ever happened to you. I mean you needed to get out on your own anyway! And you know when I did it, I-I-I at first I was scared, and look at me now! I'm the only daughter dad is proud of! Okay, well this is, this is what you're gonna do. You're gonna get a job, you're gonna get an apartment, and then I'll help you and you can stay with us. Right Pheebs, she can stay with us?",Rachel Green,6,13,2,46
"Of course, yeah!",Phoebe Buffay,6,13,2,47
"Ooh, I like cards.",Phoebe Buffay,6,13,2,49
Are you all finished here?,Joey Tribbiani,6,13,3,2
Great!,Joey Tribbiani,6,13,3,4
What?!,Joey Tribbiani,6,13,3,6
"Well if it's free food, how come you're charging me for it?",Joey Tribbiani,6,13,3,8
"Well, what if they came in third in a modeling contest?",Joey Tribbiani,6,13,3,10
Sorry!,Joey Tribbiani,6,13,3,12
"Jill, how did you pay for all this? I thought your dad took away your credit card.",Ross Geller,6,13,3,14
I don't think charging new clothes too your dad qualifies as making it on your own.,Ross Geller,6,13,3,16
"Seriously, I don't Rachel's gonna think it's a good idea.",Phoebe Buffay,6,13,3,18
I would love that job!,Phoebe Buffay,6,13,3,20
Hey! What's goin' on?,Rachel Green,6,13,3,21
Jill! Did you shop?!,Rachel Green,6,13,3,23
"You went shopping?! What, and then you just came in here and paraded it right under Jill's nose when you know she's trying to quit. Wow, you guys are terrible!",Rachel Green,6,13,3,26
Sorry Jill.,Phoebe Buffay,6,13,3,27
Sorry-sorry Jill.,Ross Geller,6,13,3,28
What'd you get?,Rachel Green,6,13,3,29
"Oh well, all right, I got thank you, I got uh, this y'know ""I want a job sweater.""",Phoebe Buffay,6,13,3,30
Oh.,Rachel Green,6,13,3,31
"And, and then I got uh, these are apartment pants.",Phoebe Buffay,6,13,3,32
Apartment pants?,Rachel Green,6,13,3,33
"Yeah, you never heard of them?",Phoebe Buffay,6,13,3,34
"No, of course, of course I've heard of them! Ross, what did you get?",Rachel Green,6,13,3,35
"Huh? Oh, I got this--this!",Ross Geller,6,13,3,36
A pajmena?,Rachel Green,6,13,3,37
"Yeah! Oh, I-I love this babies!",Ross Geller,6,13,3,38
Really?,Rachel Green,6,13,3,39
"Ross, wants a pajmena?",Ross Geller,6,13,3,40
It's a rug.,Ross Geller,6,13,3,41
Jill?,Rachel Green,6,13,3,42
"Oh, come on! You think that's gonna work on me?! I invented that!",Rachel Green,6,13,3,44
"All right, it's okay. One little setback is okay, just don't let it happen again, all right? Now since daddy paid for all this stuff, I should take it all away. But I'm just gonna take the-the pajmena. And the uh, and the uh pants. Y'know what, I'm just gonna take it all away, 'cause that way you'll just really learn the lesson. Okay? All righty, I'm gonna run a couple of errands and I will see you at dinner.",Rachel Green,6,13,3,46
"Yeah. Everything but, the little blue one.",Ross Geller,6,13,3,48
Well. Hey...,Ross Geller,6,13,3,50
"Oh yeah, how about you and the, ""I'm sorry!""",Ross Geller,6,13,3,52
"What about, what about when I said y'know about the apartment pants, how dumb was I?",Phoebe Buffay,6,13,3,54
Oh stop.,Ross Geller,6,13,3,57
"No, you stop!",Ross Geller,6,13,3,59
"Okay-okay, why don't I sit here and you'll both stop it!",Phoebe Buffay,6,13,3,61
"Okay, so what do you, what do you want to do? Let's do something crazy!",Monica Geller,6,13,4,2
"I know, let's rest and drink lots of fluids.",Chandler Bing,6,13,4,3
"Okay, I'll rest. But y'know if I'm going to bed, then you're coming with me.",Monica Geller,6,13,4,4
That would be impossible to resist if you weren't all drippy here.,Chandler Bing,6,13,4,5
Are you saying that you don't wanna get with this?,Monica Geller,6,13,4,6
"Yeah, I don't you should say that even when you're healthy.",Chandler Bing,6,13,4,7
Come on.,Monica Geller,6,13,4,8
Don't take this personally okay? It's just that I just can't have sex with a sick person.,Chandler Bing,6,13,4,9
"I'm with you Chandler! I mean I can't have sex with a sick person either, that's disgusting! But I'm not sick! Let me prove it to you. We are two healthy people in the pribe of libe.",Monica Geller,6,13,4,10
"That's the thing, see I would like to stay in the pribe of mwha-ah-libe.",Chandler Bing,6,13,4,11
Hey!,Rachel Green,6,13,5,2
Hey.,Phoebe Buffay,6,13,5,3
What's up?!,Rachel Green,6,13,5,4
"Umm, I think there's something you should maybe know.",Phoebe Buffay,6,13,5,5
"Well, it'd better not be about the apartment pants, because I just pitched the idea to my boss at Ralph Lauren and she loved it.",Rachel Green,6,13,5,6
"No. No. It's just I was umm, I was with Ross and Jill after you left and umm, I'm pretty sure I saw a little spark between them.",Phoebe Buffay,6,13,5,7
What?!,Rachel Green,6,13,5,8
"Yeah I mean it's probably nothing, but I just wanted to warn you that there might be something there.",Phoebe Buffay,6,13,5,9
With Ross and Jill?,Rachel Green,6,13,5,10
Yeah!,Phoebe Buffay,6,13,5,11
With Ross and my sister?,Rachel Green,6,13,5,12
Yeah.,Phoebe Buffay,6,13,5,13
With my sister Jill and my ex-boyfriend Ross?,Rachel Green,6,13,5,14
Yeah.,Phoebe Buffay,6,13,5,15
Oh there is no way.,Rachel Green,6,13,5,16
Okay then.,Phoebe Buffay,6,13,5,17
"Oh my God! I can not believe that! I mean I don't really like it when Ross goes out with anyone, but my sister isn't that like incest or something?! Oh my God, and they're gonna have sex! Oh! Oh no what if he marries her too?! Oh this is just terrible, this is just terrible. And I can't stop it! I can't-I don't own Ross! Y'know? And Jill, she should be able to do whatever it is that she wants to do! And oh my God, I can't believe Ross is marrying my little sister, this terrible. Oh my God, this is just the worst thing that could have ever happened to me.",Rachel Green,6,13,5,18
"But great news about the apartment pants, huh?",Phoebe Buffay,6,13,5,19
That'll be $3.85.,Joey Tribbiani,6,13,6,2
"It's just I can't because my manager said I... ""Happy birthday to you, happy birthday to you. Happy birthday dear Annie...",Joey Tribbiani,6,13,6,4
"""...Amy! Happy birthday to you!""",Joey Tribbiani,6,13,6,6
"Yeah, not it here it isn't.",Joey Tribbiani,6,13,6,8
"Oh hi! Y'know, I just wanted to see if there were any leads on the old job front.",Rachel Green,6,13,6,10
"That is great. Hey, y'know who doesn't have to job hunt? Ross. He works at the university.",Rachel Green,6,13,6,12
"Oh so you know that, you guys talked about that, so you get along, so you think you're gonna go out?",Rachel Green,6,13,6,14
"I just, Phoebe, said y'know thought she saw something between you guys.",Rachel Green,6,13,6,16
Yeah.,Rachel Green,6,13,6,18
"Oh not-not so much. Umm, what-what do you, what do you mean is there something wrong with Ross?",Rachel Green,6,13,6,20
Are-are you saying he's a geek?,Rachel Green,6,13,6,22
"No! No I, no Ross is not a geek!",Rachel Green,6,13,6,24
What handsome is not your type? Smart? Kind? Good kisser? What those things aren't on your list? Ross is a great guy! You would be lucky to be with him!,Rachel Green,6,13,6,26
"Oh no-no-no, no-no-no, that's not what I meant.",Rachel Green,6,13,6,28
"Yeah but, he's not your type.",Rachel Green,6,13,6,30
"Yeah but, you don't, you don't, you don't want to try to much too fast. Y'know? I mean, you do remember what happened to the little girl that tried to much too fast don't you?",Rachel Green,6,13,6,32
She-she died Jill.,Rachel Green,6,13,6,34
Chandler!,Monica Geller,6,13,7,2
"Oh what is it honey, you need some tea? Some soup? Oh-ohhhh!",Chandler Bing,6,13,7,3
"Calling Dr. Big, Dr. Big to the bed.",Monica Geller,6,13,7,4
"Oh Jeez honey, I thought, I thought you were asleep.",Chandler Bing,6,13,7,5
How could I be asleep knowing that you were in the next room.,Monica Geller,6,13,7,6
I was asleep. Oh no! No-no honey! Y'know what's sexy? Layers. Layers are sexy. And blankets are sexy. And oh! Hot water bottles are sexy.,Chandler Bing,6,13,7,7
"Come on, get into bed! I want to prove to you that I'm not sick! I wanna make you feel, as good as I feel.",Monica Geller,6,13,7,8
Would you please get some rest!,Chandler Bing,6,13,7,9
I'm fine.,Monica Geller,6,13,7,10
"""Happy birthday to you!""",Joey Tribbiani,6,13,8,2
What? No-no it's her birthday!,Joey Tribbiani,6,13,8,4
But it really...,Joey Tribbiani,6,13,8,6
Damnit!,Joey Tribbiani,6,13,8,8
Rach? Hi!,Ross Geller,6,13,8,9
Hi!,Rachel Green,6,13,8,10
Did you tell your sister to ask me out?,Ross Geller,6,13,8,11
Well yeah...,Rachel Green,6,13,8,12
"Oh wow! I mean, wow! I mean, I-I-I think she's cute but I-I would never have thought of going out with her, never!",Ross Geller,6,13,8,13
Really?!,Rachel Green,6,13,8,14
"Yeah but after you said it was okay, I figured, ""Why not?!""",Ross Geller,6,13,8,15
Oh so-so not really never.,Rachel Green,6,13,8,16
"I have to say you are a much bigger person than I am. I mean after all we've been through, I just-y'know I wish I had a brother to reciprocate. Hey, if you ever want to go out with Monica, you have my blessing.",Ross Geller,6,13,8,17
"Oh-ho, and mine!",Joey Tribbiani,6,13,8,18
"Chandler, I think I'm sick.",Monica Geller,6,13,9,2
Really? Struck down in the pribe of libe!,Chandler Bing,6,13,9,3
"Okay, fine I admit it! I feel terrible! Would you please rub this on my chest?",Monica Geller,6,13,9,4
"No-no-no-no-no-no-no, you are not getting me this way.",Chandler Bing,6,13,9,5
Come on! I really need your help!,Monica Geller,6,13,9,6
No-no-no-no-no!,Chandler Bing,6,13,9,7
"Fine, I'll rub it on myself.",Monica Geller,6,13,9,8
Okay.,Chandler Bing,6,13,9,9
"So you're just, kinda rubbing it on yourself?",Chandler Bing,6,13,9,11
Yeah?,Monica Geller,6,13,9,12
It's nice.,Chandler Bing,6,13,9,13
Are you kidding me?! Is this; is this turning you on?,Monica Geller,6,13,9,14
Yes!,Chandler Bing,6,13,9,15
I can't believe it! What is it? Is it the rubbing or the smell?,Monica Geller,6,13,9,16
"It's all very, very good. So you wanna go uh, mix it up?",Chandler Bing,6,13,9,17
"Not now, I'm sick!",Monica Geller,6,13,9,18
Oh come on you big faker!,Chandler Bing,6,13,9,19
What happened to your rule about never sleeping with sick people?,Monica Geller,6,13,9,20
Well that was before all the vaporizing action.,Chandler Bing,6,13,9,21
"Okay, if you really wanna have sex...",Monica Geller,6,13,9,22
Okay!,Chandler Bing,6,13,9,23
Worked like a charm.,Monica Geller,6,13,9,24
Hi! Wh-what are you doing here?,Rachel Green,6,13,10,3
"Well, I-I don't like it.",Rachel Green,6,13,10,5
It's kinda slutty.,Rachel Green,6,13,10,7
"Yeah well, I'm-I'm a slut.",Rachel Green,6,13,10,9
Hi Jill!,Ross Geller,6,13,10,11
Hi .,Ross Geller,6,13,10,13
Rachel.,Rachel Green,6,13,10,14
"Rachel! Well, you-you're not at home, you're-you're-you're right here.",Ross Geller,6,13,10,15
"Yeah I know, and I bet you thought it would be weird. But it's not!",Rachel Green,6,13,10,16
"Okay. So well I'll umm, I'll have her home by midnight.",Ross Geller,6,13,10,18
Why aren't you home yet?!,Rachel Green,6,13,11,2
Is someone there?,Monica Geller,6,13,11,3
"Oh yes, it's me! Sorry!",Rachel Green,6,13,11,4
What are you doing here?,Chandler Bing,6,13,11,5
"Uh, I'm just, I'm just looking out your window. At-at the view. What are you guys doing?",Rachel Green,6,13,11,6
We got some Vap-O-Rub in some places.,Chandler Bing,6,13,11,7
"Oh, he brought her back to his apartment.",Rachel Green,6,13,11,9
Who? Is that your sister?,Monica Geller,6,13,11,10
"Ugh, she is a slut!",Rachel Green,6,13,11,11
"God, Ross is on a date with your sister! How weird is that?!",Monica Geller,6,13,11,12
"Oh my God, look-look he's taking off her clothes!",Rachel Green,6,13,11,13
He's taking off her coat!,Chandler Bing,6,13,11,14
"Oh, this is just terrible.",Rachel Green,6,13,11,16
"Oh no it's not, no it's not. It's a first date. I'm sure that nothing is gonna...",Monica Geller,6,13,11,17
Oh.,Rachel Green,6,13,11,18
"Ho-oh, he's gonna get some! Of the glare from the streetlight out of his apartment. Y'know so umm, he's closed the drapes there so he can have a nice, pleasant conversation with your little sister. Well, I'm off to bed!",Chandler Bing,6,13,11,19
"Oh, uh, hey Rach. I uh, I was just coming over here to uh... Oh wait, I don't have to lie to you, you don't live here anymore. Uh, I'm eating their food. What are you doing?",Joey Tribbiani,6,14,1,2
Ross is on a date with my sister and they shut the drapes two and a-half-hours ago.,Rachel Green,6,14,1,3
"Whoa, I didn't know we could date your sister!",Joey Tribbiani,6,14,1,4
Joey we know you steal our food.,Monica Geller,6,14,1,6
I'm good.,Chandler Bing,6,14,1,8
"Oh, are the drapes still closed hon?",Monica Geller,6,14,1,9
Yeah. And y'know who should've shut their drapes? Is that perverted old couple two doors over.,Rachel Green,6,14,1,10
Is that a swing?,Chandler Bing,6,14,1,11
Oh don't even ask!,Rachel Green,6,14,1,12
Yuck!,Chandler Bing,6,14,1,13
I can't believe Ross went out with Rachel's sister! When Chandler made out with my sister I was mad at him for 10 years.,Joey Tribbiani,6,14,1,14
That was like 5 years ago.,Chandler Bing,6,14,1,15
Yeah you got 5 years left!,Joey Tribbiani,6,14,1,16
Joey...,Chandler Bing,6,14,1,17
You wanna make it 6?!,Joey Tribbiani,6,14,1,18
"Oh Ross, hi! Hey, how are ya? There you are!",Rachel Green,6,14,2,2
Hey!,Ross Geller,6,14,2,3
I'll take a coffee. So how was your big date last night?,Rachel Green,6,14,2,4
"Uhh, it was okay. Yeah, it was fun.",Ross Geller,6,14,2,5
"Yeah fun? Great! So uh, so did you guys hit it off?",Rachel Green,6,14,2,6
I guess so.,Ross Geller,6,14,2,7
"So uh, so did anything happen? Because rumor has it you guys shut the drapes!",Rachel Green,6,14,2,8
"No. No. Nothing happened. I shut the drapes to uh, show her slides of my favorite fossils.",Ross Geller,6,14,2,9
"Oh, slides. So really nothing happened.",Rachel Green,6,14,2,10
Something could've happened. All right? She-she really dug my slides. And-and she was definitely giving me the vibe.,Ross Geller,6,14,2,11
"Right. Was it the, ""Please don't show me another picture of a trilobite vibe?""",Rachel Green,6,14,2,12
"Anyway, if she, if she wasn't in to me, why-why would she ask me out again?",Ross Geller,6,14,2,13
She asked-asked you out again?,Rachel Green,6,14,2,14
"Yeah-uh-huh. Tomorrow night, Valentine's Day, the most romantic day of the year. Who knows what could happen? I might not be shutting my drapes to show her my slides, if you know what I mean.",Ross Geller,6,14,2,15
