speaker,season,episode,scene,utterance,text
Emily Waltham,4,16,4,31,"Oh, but the party's only just getting started!"
Emily Waltham,4,16,4,33,So why did you plan a party at the same time?
Emily Waltham,4,16,4,35,"But Ross, I'm such having a great time! Your sister has just been telling me that you used to dress up like little, old ladies and hold make-believe tea parties."
Emily Waltham,4,16,4,64,Thank you so much for this. It was really so thoughtful of you.
Emily Waltham,4,16,4,72,I'll go.
Emily Waltham,4,16,5,24,"But, we can't go now. It looks like Rachel's gonna put on a skit."
Frank Buffay Jr.,4,17,5,6,Yes.
Frank Buffay Jr.,4,17,5,9,I finally got my band!
Frank Buffay Jr.,4,17,5,12,Why would we be freaked?
Frank Buffay Jr.,4,17,5,14,Oh.
Frank Buffay Jr.,4,17,5,18,"Yeah, I've been thinking ever since you said we were having triplets, the best thing for me to do is to drop out of college and get a job."
Frank Buffay Jr.,4,17,5,21,"Yeah, refrigerator college."
Frank Buffay Jr.,4,17,5,23,"Yeah, y'know when we found out we were going to have a baby, y'know I figured y'know like I should y'know have like a career-and I love refrigerators!"
Frank Buffay Jr.,4,17,5,25,"No, it's okay. We're-we're gonna have three kids! And that's-that's a different kind of dream. Three kids and no money."
Emily Waltham,4,17,6,4,Oh my God! What are you doing here?
Emily Waltham,4,17,6,6,You are so sweet.
Emily Waltham,4,17,6,8,Me too.
Emily Waltham,4,17,6,10,"Well, that' me. Here, have this. I'm only allowed one piece of carryon anyway."
Emily Waltham,4,17,6,12,Oh. Thank you.
Emily Waltham,4,17,9,3,Ross.
Emily Waltham,4,17,9,5,It was dreadful. I felt terrible about how I acted when you said those wonderful things.
Emily Waltham,4,17,9,7,"Ross umm, there's something that I've got to tell you, there's-there's someone else."
Emily Waltham,4,17,12,4,"I've uh, I've come to talk to Ross."
Emily Waltham,4,17,12,6,What?
Emily Waltham,4,17,12,8,"I was going to call him, but..."
Emily Waltham,4,17,12,10,I'd really rather talk to him.
Emily Waltham,4,17,12,12,"I uh, I've been to his apartment and he wasn't there, and uh. I need to talk to him, so do you have any idea where he is?"
Emily Waltham,4,17,12,14,"Ross, are you there? Ross, I don't know if you can hear this but... I'm gonna talk anyway, uh, I'm in the States with you sister and your friends and it's all over with Colin. I came here to tell you that, and to tell you-Yes, Joey you can have all the chocolate you want, just take it! Uh, I came here to tell you that I love you."
Emily Waltham,4,17,12,16,"I wish I could know if you'd heard any of that. I suppose I've either just told you I love you or given my neighbours a good laugh. Mrs. Newman if you're listening, bugger off this in none of your business. I suppose there's not much chance you did heard that, and there's the call waiting so, I should go. Oh well. Hello."
Emily Waltham,4,17,12,18,"Ross, I love you!"
Emily Waltham,4,18,2,2,"I left a bra drying on the shower rod, you don't think your son will think it's yours and be horribly traumatised?"
Emily Waltham,4,18,2,4,"Ohh, it's time to go."
Emily Waltham,4,18,2,6,Well that's ambitious.
Emily Waltham,4,18,2,9,That's Carol with your son!
Carol Willick,4,18,2,11,Ross!
Emily Waltham,4,18,2,14,Me too!
Carol Willick,4,18,2,15,"Ohh, y'know, Susan's gonna be shooting a commercial in London next week."
Emily Waltham,4,18,2,17,"Oh, well, I'll show you around."
Emily Waltham,4,18,2,19,"Oh, there's tonnes of terrific stuff-I'll go with you!"
Emily Waltham,4,18,2,23,Are you all right?
Carol Willick,4,18,7,3,Hey! How's Ben?
Carol Willick,4,18,7,5,"Hey, Ben! Hey!"
Carol Willick,4,18,7,7,"Ooh, yeah! She said she's having sooo much fun with Emily."
Carol Willick,4,18,7,9,What's too much fun?
Carol Willick,4,18,7,11,"Oh my God, you are so paranoid!"
Carol Willick,4,18,7,13,Yes!
Carol Willick,4,18,7,15,"I can't speak for Emily, but Susan is in a loving, committed relationship."
Carol Willick,4,18,7,17,Maybe.
Carol Willick,4,18,13,3,I was gonna say...
Emily Waltham,4,18,13,8,Hey! I missed you.
Emily Waltham,4,18,13,11,"Oh, so did I."
Emily Waltham,4,19,2,2,"Oh, blimey, I still can't believe you've got an earring!"
Emily Waltham,4,19,2,5,He does that?!
Emily Waltham,4,19,2,7,I think it makes you look really dangerous.
Emily Waltham,4,19,2,9,I love both of you!
Emily Waltham,4,19,2,12,I wish I didn't have to go.
Emily Waltham,4,19,2,14,"Ohh, Ross, please!"
Emily Waltham,4,19,2,16,"Don't do this to me, again. You'd know I'd stay here in a minute, but I'd really miss so much work, they'll fire me."
Emily Waltham,4,19,2,18,I wish I could.
Emily Waltham,4,19,2,20,"I don't think you understand packing. Look, I just don't want to leave it to the last minute. Last time I left in such a rush, I left my knickers here."
Emily Waltham,4,19,2,22,You didn't!
Emily Waltham,4,19,6,3,I packed while you were gone. I left some knickers under your pillow.
Emily Waltham,4,19,6,5,What?!
Emily Waltham,4,19,6,7,"Ohh, no. Ugh. Oh, leaving London, my whole family lives there."
Emily Waltham,4,19,6,9,My job!
Emily Waltham,4,19,6,11,"Yeah, but it-it-it's my whole life-you come to England."
Emily Waltham,4,19,6,13,"Ohh, I don't think so. I mean it would be different if it was way into the future &#150;and-and-and we were getting married or something."
Emily Waltham,4,19,6,15,"Oh no, no, right I shouldn't have said married. Uh, please don't go freaky on me. I didn't mean it. Well, I didn't say it; I take it back!"
Emily Waltham,4,19,6,17,Why don't we what?
Emily Waltham,4,19,6,19,You are mad!
Emily Waltham,4,19,6,21,We've only known each other for six weeks!
Emily Waltham,4,19,6,23,My parents are going to be really mad.
Emily Waltham,4,19,6,25,Yes.
Emily Waltham,4,19,6,27,Yes!
Emily Waltham,4,19,6,29,Oh my God!
Emily Waltham,4,19,6,31,We're getting married!
Emily Waltham,4,19,6,33,Yes.
Emily Waltham,4,19,6,35,"Ohh, it's a bit small."
Emily Waltham,4,19,6,37,It was.
Emily Waltham,4,19,7,52,"Umm, no."
Emily Waltham,4,19,7,55,"I mean, we know it's a bit hasty but, uh, it just feels so right, so..."
Emily Waltham,4,21,2,2,So what did he decide? Does your Uncle Nathan get an invite or not?
Emily Waltham,4,21,2,4,"Yeah, they're fine."
Emily Waltham,4,21,2,6,"If anyone asks, we'll just say Ben addressed them. Oh! So you invited Rachel then?"
Emily Waltham,4,21,2,8,Really?
Emily Waltham,4,21,2,10,I don't think I'd be comfortable with any of my old lovers there.
Emily Waltham,4,21,2,12,"Oh, no-no, y'know I absolutely adore Rachel it's just that, well it might be a awkward for you. But it's absolutely your decision. More tea?"
Emily Waltham,4,21,2,14,Earl Grey?
Judy Geller,4,21,28,2,Rachel's coming up the path. Doesn't she look pretty. Jack...
Judy Geller,4,21,28,8,Get a shot of Monica. Where's Monica.
Jack Geller,4,21,28,9,"Wait, how do you zoom out? There she is."
Jack Geller,4,21,28,14,It is off. Right Ross?
Judy Geller,4,21,28,19,I have a wonderful idea. You should take Rachel to the prom.
Jack Geller,4,21,28,24,"C'mon kid, let's go."
Judy Geller,4,21,28,25,"Ahh, are you hadsome."
Jack Geller,4,21,28,26,Let's show 'em.
Jack Geller,4,21,28,28,"Rachel, ready or not, here comes your knight in shining-Oh no."
Judy Geller,4,21,28,30,"Oh, dear. Jack, how do I turn this off?"
Emily Waltham,4,23,4,2,"...and that was all before 10 o'clock. The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon. And then the florist phoned to say there aren't any tulips. Oh, and the chilliest has carpel-tunel syndrome. We're not gonna be..."
Emily Waltham,4,23,4,4,"Well, up yours too!"
Emily Waltham,4,23,4,6,"Oh, that's not what it means?"
Emily Waltham,4,23,4,8,Sorry.
Emily Waltham,4,23,4,14,I still can't believe they're tearing it down. It really is the most lovely building you'll ever see. I mean it's over... Oh my God!
Emily Waltham,4,23,4,16,Oh. Oh.
Emily Waltham,4,23,4,18,Oh. Oh my God. How can this be happening? What are we going to do?
Emily Waltham,4,23,4,20,How's it gonna be all right?!
Emily Waltham,4,23,7,6,We can't find another place. Then we can't have the wedding! I've ordered chicken and salad and-and cake for 150. What should be the most wonderful day of my life is rapidly turning into just Sunday with a spectacular amount of food!
Emily Waltham,4,23,7,8,"I suppose it wouldn't be the end of the world... Oh, thank you!"
Emily Waltham,4,23,10,2,Hello?
Emily Waltham,4,23,10,4,We don't have to.
Emily Waltham,4,23,10,6,"No. But, Monica and I were talking, and-and I was so upset about the hall being knocked down, and she suggested that we put the wedding off for a bit."
Emily Waltham,4,23,10,8,"She said, ""If I'm not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it."""
Emily Waltham,4,23,10,10,"I realise that people are going to be disappointed. But, I'm sure they'll come back when we can do it right."
Emily Waltham,4,23,10,12,"Don't you point your pants at me! We have no choice! Anywhere that's half-decent would've be booked months ago, Ross don't you understand? This is our wedding I'm talking about."
Emily Waltham,4,23,10,14,So what are you saying? It's now or never?
Emily Waltham,4,23,10,16,Or?
Emily Waltham,4,23,10,18,"It's not the pants. It's you that is backwards. And if, and if you don't understand how important this is to me, well then, perhaps we shouldn't get married at all!"
Emily Waltham,4,23,14,2,"Monica, why have you brought me here of all places?!"
Emily Waltham,4,23,14,4,"I tell you, this wedding is not going to happen."
Emily Waltham,4,23,14,6,Oh God.
Emily Waltham,4,23,14,10,It's perfect.
Emily Waltham,4,23,14,12,Well then we'll get wet.
Judy Geller,4,24,2,4,"Sweetheart. Oh sorry were late, my fault, I insisted on riding the tube."
Jack Geller,4,24,2,5,"Judy, the kids.."
Judy Geller,4,24,2,6,"Jack, that's what they call the subway."
Jack Geller,4,24,2,7,"Ohh, I thought that you...."
Emily Waltham,4,24,2,9,"Ohh, here comes my dad and stepmum. Mister and Misses Geller, this is Steven and Andrea Waltham."
Jack Geller,4,24,2,17,"Ohh forget it. Too hell with tradition, we're happy to do it."
Judy Geller,4,24,2,18,"We know how expensive weddings can be, besides this may be the only wedding we get to throw ."
Jack Geller,4,24,3,9,What the hell!!!
Jack Geller,4,24,3,11,This bill for my half of the wedding. it's insane.
Judy Geller,4,24,3,12,How could it be so much? The receptions at their house.
Jack Geller,4,24,3,13,"Flowers, liquor, recarpet first floor. New guest bath, landscaping. I'm paying to remodel this guys house. I'm going to give that son on a bitch, a piece of my mind."
Jack Geller,4,24,3,15,And you tell him no one takes advantage of the Gellers.
Judy Geller,4,24,3,16,"Ooh, Jack.... Sometimes I forget how powerful you can be."
Jack Geller,4,24,8,11,"There's no way in hell, I'm paying for it."
Jack Geller,4,24,8,13,"All-right fine, but I just want to say, I'm not paying for your wine cellar. You thieving, would be speaking German if it weren't for us, cheap little man."
Judy Geller,4,24,16,2,Oh my God! It's like a fairyland.
Judy Geller,4,24,16,5,I just hope...
Judy Geller,4,24,17,11,There's nothing to discuss. We're not paying for your wine cellar.
Jack Geller,4,24,17,13,"Hey, you keep pushing me on this, my foots going to meet the middle of your ass."
Emily Waltham,4,24,17,15,What-what's going on?!
Jack Geller,4,24,17,19,"Okay, okay."
Emily Waltham,4,24,17,21,What was all that about?
Emily Waltham,4,24,17,23,Ohh... Oh! You were not meant to see me before the wedding. It's bad luck.
Emily Waltham,4,24,18,24,"I, Emily..."
Emily Waltham,4,24,18,26,Take thee Ross...
Emily Waltham,4,24,18,28,"As my lawfully wedded husband, in sickness and in health, until death parts us."
Emily Waltham,4,24,18,37,"Yes, yes, do go on."
Jack Geller,4,24,18,39,He better go on for what I'm paying.
Judy Geller,4,24,18,55,This is worse than when he married the lesbian.
Emily Waltham,4,24,18,57,Just keep smiling.
Emily Waltham,4,24,19,2,You've spoiled everything! It's like a nightmare! My friends and family are out there! How can I face them?! How can you do this to me?!
Emily Waltham,4,24,19,5,I hate you!!
Jack Geller,4,24,19,7,"Boy, bad time to say the wrong name, huh Ross?"
Judy Geller,4,24,19,47,"Jack, is it all our fault? Were we bad parents?"
Jack Geller,4,24,19,49,"Oh yeah, well who serves steak when there's no place to sit, I mean how are you supposed to eat this?"
Emily Waltham,5,1,1,8,"Yes, yes, do go on."
Judy Geller,5,1,1,21,This is worse than when he married the lesbian.
Emily Waltham,5,1,1,23,Just keep smiling.
Emily Waltham,5,1,2,2,You've spoiled everything! It's like a nightmare! My friends and family are out there! How can I face them?! How can you do this to me?!
Emily Waltham,5,1,2,5,I hate you!!
Jack Geller,5,1,2,7,"Boy, bad time to say the wrong name, huh Ross?"
Judy Geller,5,1,2,47,"Jack, is it all our fault? Were we bad parents?"
Jack Geller,5,1,2,49,"Oh yeah, well who serves steak when there's no place to sit, I mean how are you supposed to eat this?"
Frank Buffay Jr.,5,3,2,27,Hey!
Frank Buffay Jr.,5,3,2,29,"Hey! Am I late? Am I late? Nobody came out yet, right?"
Frank Buffay Jr.,5,3,2,31,"Uh, Delaware. She's on her way though, so until she gets here, I'm gonna be your coach. But don't worry, she told me all about the la-Mazada stuff."
Frank Buffay Jr.,5,3,2,33,Yeah.
Frank Buffay Jr.,5,3,4,10,What's with him?
Frank Buffay Jr.,5,3,4,19,"It's not that weird, is it?"
Frank Buffay Jr.,5,3,6,9,Oh cool! You made him cry!
Frank Buffay Jr.,5,3,11,16,"Hey, y'know, Alice is gonna be here so soon, you couldn't just like do me a favor and like, like hold them in?"
Frank Buffay Jr.,5,3,12,2,"Yeah, I love you. Okay, bye! Hi!"
Frank Buffay Jr.,5,3,12,4,"That was Alice's mom, she said she left five hours ago. She should be here by now!"
Frank Buffay Jr.,5,3,12,6,Yeah.
Frank Buffay Jr.,5,3,12,8,Not to me.
Frank Buffay Jr.,5,3,13,18,"Yes, it has a head!"
Frank Buffay Jr.,5,3,13,20,I can't believe there's somebody coming out of you right now. There's somebody coming out of you! Is it? Is it? It's my son.
Frank Buffay Jr.,5,3,13,23,YESSSSS!!!!! We got a baby boy!!
Frank Buffay Jr.,5,3,13,25,Frank Jr. Jr.!!
Frank Buffay Jr.,5,3,13,27,So gross!
Frank Buffay Jr.,5,3,13,31,"Okay, okay, come on, you can do it. You can do it!"
Frank Buffay Jr.,5,3,13,34,"Yeah!! Little Leslie is here! We got another one! Oh my God, I can't believe I have two-two children. How scary is that?"
Frank Buffay Jr.,5,3,13,36,"Come on little Chandler, it's time to be born. Come on little Chandler! Come on!"
Frank Buffay Jr.,5,3,13,39,"Hey, where's his thing?"
Frank Buffay Jr.,5,3,13,41,Chandler's a girl!
Frank Buffay Jr.,5,3,13,43,"They musta read the sonogram wrong. 'Cause they, 'cause they thought it was a boy, but Chandler's a girl! Chandler's a girl!"
Frank Buffay Jr.,5,3,13,46,"No-no ah, everything's okay. Everybody's healthy there's 30 fingers and 30 toes."
Frank Buffay Jr.,5,3,13,48,Yeah.
Emily Waltham,5,4,2,33,"Hello, Ross?"
Emily Waltham,5,4,2,35,"Ross, I'm only ringing to say stop harassing my relatives. Good-bye!"
Emily Waltham,5,4,2,37,Really? About what?
Emily Waltham,5,4,2,39,"I miss you to. Well, at least I think I do."
Emily Waltham,5,4,6,3,I understand that would be difficult.
Emily Waltham,5,4,6,5,"I don't know, it's just..."
Emily Waltham,5,4,6,7,All right.
Emily Waltham,5,4,6,9,I did. Now I'm the idiot.
Emily Waltham,5,4,6,12,"Ross, there's one thing that really scares me still."
Emily Waltham,5,4,6,14,"Well, you have to understand how humiliating it was for me up on that altar in front of my entire family, all my friends."
Emily Waltham,5,4,6,16,"And then after decided to forgive you, seeing you at the airport catching our plane with her."
Emily Waltham,5,4,6,18,"I mean, I can't-I can't be in the same room as her! It drives me mad just thinking of you being in the same room as her!"
Emily Waltham,5,4,6,20,All right. I'll come to New York and we'll try and make this work.
Emily Waltham,5,4,6,22,As long as you don't see Rachel anymore.
Emily Waltham,5,6,11,35,Hello everyone. So who am I saying hello too?
Emily Waltham,5,6,11,37,"Well, I should hope not. Ross knows better than that by now."
Emily Waltham,5,6,11,40,She's there?!
Emily Waltham,5,6,11,43,"Ross, take me off speakerphone."
Emily Waltham,5,6,11,46,How can you do this too me?! I thought I'd made my feelings about Rachel perfectly clear!
Emily Waltham,5,6,11,48,You obviously can't keep away from her.
Emily Waltham,5,6,11,50,"I'll feel better when I'm there, and I can know where you are all the time."
Emily Waltham,5,6,11,52,You're right.
Emily Waltham,5,6,11,55,No.
Judy Geller,5,8,9,2,Monica! I think Rachel's here!
Jack Geller,5,8,9,9,Hi Rachel!
Judy Geller,5,8,9,11,You too sweethart!
Jack Geller,5,8,9,14,Oh my!
Judy Geller,5,8,9,20,"I'm so glad you could come Chandler, we've got plenty of food so I hope you're hungry."
Judy Geller,5,8,9,22,"Oh, well, I'm so glad you brought him here then."
Judy Geller,5,8,9,63,"Monica, why don't you finish off these pies? I don't have any more room left in the fridge."
Jack Geller,5,8,9,65,"Well Judy, you did it! She's finally full!"
Judy Geller,5,8,11,2,"So Rachel, your mom tells me you changed your major again."
Jack Geller,5,8,11,4,Hi Rachel.
Jack Geller,5,8,11,6,"Wow, love your new nose!"
Judy Geller,5,8,11,7,Jack.
Jack Geller,5,8,11,8,What? Dr. Wilson's an artist! He removed my mole cluster. Wanna see?
Judy Geller,5,8,11,9,I'll get it.
Jack Geller,5,8,11,14,"God, your hair sure is different!"
Judy Geller,5,8,11,17,"She's upstairs. Monica! Come down! Everyone's here! Ross, Rachel, and the boy who hates Thanksgiving."
Judy Geller,5,8,11,25,"Yes, yes Monica is thin. It's wonderful. But what we really want to hear about is Ross's new girlfriend."
Jack Geller,5,8,11,29,Dude!
Jack Geller,5,8,12,7,Of course it did. They're made of wicker.
Judy Geller,5,8,12,16,Oh my God! There's a toe in my kitchen.
Jack Geller,5,8,12,21,"Oh, I'm not falling for that one!"
Janice Litman Goralnik,5,12,8,19,Ross you left you scarf in... Hey you guys.
Janice Litman Goralnik,5,12,9,2,Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in Yemen! I'm a young woman! I have needs! I can't wait forever!
Janice Litman Goralnik,5,12,9,4,"So I'm asking you please, take a moment before you judge me."
Janice Litman Goralnik,5,12,9,6,"Oh! Okay! You, Mister Right Place at the Right Time, call me!"
Janice Litman Goralnik,5,12,14,4,"Actually, I should get going."
Janice Litman Goralnik,5,12,14,6,Yes! Yes! You did!
Janice Litman Goralnik,5,12,14,8,What is wrong now?!
Janice Litman Goralnik,5,12,14,10,"I know! I know! And then you lose your apartment! And then you lose your job! And then your ex-wife gets married so fast! And now the coffee-ahh!! Ross, we need to talk."
Janice Litman Goralnik,5,12,14,12,"No-no-no, no. I'm going to talk. I believe that the sun has set on our day in the sun."
Janice Litman Goralnik,5,12,14,14,"You're a very sweet person Ross, umm, unfortunately I don't think I can take another second of you whining!!"
Janice Litman Goralnik,5,12,14,16,Well yeah!!
Janice Litman Goralnik,5,12,14,18,Are you gonna be okay?
Janice Litman Goralnik,5,12,14,20,Okay.
Janice Litman Goralnik,5,12,14,23,"Oh hi! Well, I guess that's two out of three, Joey."
Carol Willick,5,18,1,9,Hey guys!
Carol Willick,5,18,1,13,Guess what? Ben is going to be in a TV commercial!
Carol Willick,5,18,3,5,"Hey, that kid looks familiar."
Carol Willick,5,18,3,11,"Y'know, I don't really know you well enough for you to do that."
Carol Willick,5,18,7,4,Is it a good sign that they asked us to hang around after the audition?
Carol Willick,5,18,11,3,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?"
Carol Willick,5,18,11,5,Thanks.
Emily Waltham,5,20,4,11,"Hello Ross? It's Emily. I know this is out of the blue but uh, I'm getting married tomorrow. Well, maybe I am. I keep thinking about you and I'm wondering if-if we made a mistake giving up so fast. Are you thinking about me? Of course you're not, but if you are, call me tonight. Okay, bye."
Emily Waltham,5,20,6,2,"Are you thinking about me? Of course you're not, but if you are, call me tonight. Okay, bye."
Judy Geller,6,9,3,39,Hello everybody!
Jack Geller,6,9,3,40,Hi!
Judy Geller,6,9,3,44,"Oh yes of course, hello Chandler."
Jack Geller,6,9,3,48,No.
Jack Geller,6,9,3,50,"Monica, all this food looks wonderful, you should think about doing this for a living."
Jack Geller,6,9,3,52,"Ok, I have dandruff. There's no need to laugh and point."
Jack Geller,6,9,3,55,My joke wasn't funny.
Jack Geller,6,9,3,65,"I always thought that too. Tell me, what does your father do?"
Judy Geller,6,9,3,105,"Oh, thank you Chandler! I just bought it."
Jack Geller,6,9,3,107,What's the matter with him?
Judy Geller,6,9,3,108,I think he's stoned again.
Judy Geller,6,9,7,56,"I've gotta call my friend Mary and tell her how good this is, from Monica's room."
Jack Geller,6,9,7,57,I'll help you dial.
Jack Geller,6,9,7,80,"Boy, I'm glad I wore the big belt today."
Judy Geller,6,9,7,92,It was you?
Judy Geller,6,9,7,108,"That's alot of information to get in in thirty seconds! Alright Joey, if wanna leave, just leave. Rachel, no you weren't supposed to put beef in the trifle. It did not taste good. Phoebe, I'm sorry, but I think Jacques Cousteau is dead. Monica, why you felt you had to hide the fact that you were in an important relationship is beyond me."
Jack Geller,6,9,7,109,And we kinda figured about the porch swing.
Judy Geller,6,9,7,110,"Ross, drugs? Divorced? Again?"
Jack Geller,6,9,7,111,What happened son?
Judy Geller,6,9,7,113,"Chandler! You've been Ross's best friend all these years, stuck by him during the drug problems. And now you've taken on Monica as well. Well, I don't know what to say. You're a wonderful human being."
Jack Geller,6,9,7,116,"No! Thank you! Monica, and Ross! I don't know what I'm gonna do about the two of you!"
Judy Geller,6,9,8,5,Well we left ours in Monica's bedroom.
Carol Willick,6,15,8,3,Yeah! And maybe someday we could get a place with two bathrooms.
Carol Willick,6,15,8,5,What do you mean?
Carol Willick,6,15,8,11,Like what?
Carol Willick,6,15,8,13,I love that idea!
Carol Willick,6,16,1,3,"Ooh, actually I've been making a list of all the women I know who might be into doing this!"
Carol Willick,6,16,1,5,"Yeah. Ooh, and I know Gail Rosten is in there twice, but she is so..."
Carol Willick,6,16,1,7,"Oh, me too."
Carol Willick,6,16,1,9,"Oh umm, y'know I think it would be better if we just save it."
Carol Willick,6,16,5,3,Looks like it.
Carol Willick,6,16,5,5,I got it!
Carol Willick,6,16,5,7,Susan! Hi!
Carol Willick,6,16,5,9,Thank you so much for coming.
Carol Willick,6,16,5,14,Thank you so much.
Janice Litman Goralnik,6,17,12,12,I love the way you look every night Chandler! That's why I made you this tape! Happy Birthday! Love Janice!
Janice Litman Goralnik,6,20,8,47,Oh.... my.... God.
Richard Burke,6,24,7,19,Monica! Chandler!
Richard Burke,6,24,7,22,"You too, you let uh, your hair grow long."
Richard Burke,6,24,7,24,"Well, my nose got lonely."
Richard Burke,6,24,7,28,"Oh, I'm sorry. Lisa, Monica, Chandler. We used to date."
Richard Burke,6,24,7,34,Oh. Good to see you guys.
Richard Burke,6,24,7,37,That might be fun.
Richard Burke,6,24,9,3,And-and then I sneak out and before Monica can her parents come in.
Richard Burke,6,24,9,9,"It's so great seeing you guys again. I'd like to make a toast. Uh, as a poet once said, ""In the sweetness of friendship, let there be laughter and sharing of pleasures for in the due of little things the heart finds it's morning and is refreshed."""
Richard Burke,6,24,15,6,Hi!
Richard Burke,6,24,15,8,"Actually, I'm not here to complement the chef."
Richard Burke,6,24,15,10,"Well, it was great seeing you the other night."
Richard Burke,6,24,15,12,No! I came here to tell you something else. I came here to tell you I still love you.
Richard Burke,6,25,1,3,"I still love you. And I know I probably shouldn't even be here telling you this, I mean you're with Chandler a guy I really like, and if you say he's straight I'll believe you! After seeing ya the other night I knew if I didn't tell ya I'd regret it for the rest of my life. Letting you go was the stupidest thing I ever did."
Richard Burke,6,25,1,5,"Well yeah, I'm sorry. I know this is the wrong time and the wrong place but I had to tell ya! I wanna spend my life with you. I wanna marry you. I wanna have kids with you."
Richard Burke,6,25,1,7,I know this is crazy but am I too late?
Richard Burke,6,25,1,9,"Well I know I was an idiot! And I tried to forget you, I really did! Y'know after we had lunch last year I spent six months in Africa trying to get you out of my head!"
Richard Burke,6,25,1,11,Working with blind kids.
Richard Burke,6,25,1,13,"Okay that's fine, I'll walk away. And I'll never bother you again, but only if you tell me Chandler's willing to give you everything I am."
Richard Burke,6,25,1,15,You are?
Richard Burke,6,25,1,17,Why?
Richard Burke,6,25,8,3,Hi.
Richard Burke,6,25,8,5,I didn't ask. You wanna come in?
Richard Burke,6,25,8,7,"Oh, okay. Well, I'll just leave the door open and go sit on the couch."
Richard Burke,6,25,8,9,Drink?
Richard Burke,6,25,8,11,...on the rocks with a twist? I remember.
Richard Burke,6,25,8,13,"Uh, no! No! That's...art! If it bothers you I can put my art out."
Richard Burke,6,25,8,15,"So Monica let me ask you a question. Y'know, since we broke up do you ever, think about me?"
Richard Burke,6,25,8,17,Oh really?
Richard Burke,6,25,8,19,Who is it?
Richard Burke,6,25,8,21,Yeah he's no good. Do you ever think about me in a non-eye doctor way?
Richard Burke,6,25,8,23,Ahh.
Richard Burke,6,25,10,3,Excuse me?
Richard Burke,6,25,10,5,Oh. Whew!
Richard Burke,6,25,10,7,"Yeah! You're saying, you need to be with someone more mature. Maybe someone with, a license to practice medicine. Or a mustache."
Richard Burke,6,25,10,9,I think that's fair.
Richard Burke,6,25,10,11,It's okay! Shh! Hey. Hey. Shhhh.
Richard Burke,6,25,10,13,I know.
Richard Burke,6,25,10,15,"Yeah, I understand. Take as much time as you want. Ten, even twenty minutes if you need it. I'll be here. Not smoking."
Richard Burke,6,25,11,2,Chandler.
Richard Burke,6,25,11,4,She's not here and please come in.
Richard Burke,6,25,11,6,"Okay, she was here, but she left."
Richard Burke,6,25,11,8,Well she said she had to think things over.
Richard Burke,6,25,11,10,"Oh, hey look nothing happened."
Richard Burke,6,25,11,12,"Well all right, one thing happened?"
Richard Burke,6,25,11,14,Well I'm sorry.
Richard Burke,6,25,11,16,"Well, apparently I'm willing to offer her things that you are not."
Richard Burke,6,25,11,18,"Well if it helps, it worked very well."
Richard Burke,6,25,11,20,You were gonna propose?
Richard Burke,6,25,11,22,"No I don't have a ring! You go get her Chandler. And can I give you a piece of advice? If you do get her, don't let her go. Trust me."
Richard Burke,6,25,11,24,I know. I hate that!
Judy Geller,7,2,7,2,"So Chandler, you're parents must've been thrilled when you told them you were engaged."
Jack Geller,7,2,7,4,I remember when we first got engaged.
Jack Geller,7,2,7,7,"Well, I'd gotten Judy pregnant. I still don't know that happened."
Judy Geller,7,2,7,8,You don't know how that happened?! Your dog thought my diaphragm was a chew toy!
Jack Geller,7,2,7,11,What?! They wanted a scary story!
Judy Geller,7,2,7,13,"You tell her Jack, I can't do it."
Jack Geller,7,2,7,15,"We have it. Only now, we call it the beach house."
Judy Geller,7,2,8,3,"We're sorry honey, but we just assumed if you got married after you turned 30 you'd pay for it yourself."
Jack Geller,7,2,8,5,Which means you had seven years of beach fun and you can't put a price on that sweetie.
Judy Geller,7,2,8,6,We really do feel bad about this though.
Jack Geller,7,2,8,7,"We started saving again when you were dating Richard and then that went to hell, so we redid the kitchen."
Judy Geller,7,2,8,9,Well it was Chandler! We didn't think he'd ever propose!
Judy Geller,7,2,8,12,"We might still have some money, if your father didn't think it was a good idea to sell ice over the Internet."
Jack Geller,7,2,8,13,It seemed like such a simple idea.
Judy Geller,7,2,8,14,"Stupid Jack, the word is stupid."
Jack Geller,7,2,8,15,"All right, enough! I don't want to hear about it anymore! Good luck, Chandler."
Jack Geller,7,3,5,21,Have a seat son. Hey!!
Jack Geller,7,3,11,3,"I understand completely, there's nothing more horrifying than embarrassing yourself in front of your in-laws. As a matter of fact, when I started dating Judy I was unemployed, and her father asked me what I did for a living and I told him I was a lawyer."
Jack Geller,7,3,11,5,"They never did, so if ever see me giving them legal advice just nod along. Shall we?"
Tag Jones,7,4,3,18,That's it. That's my whole name.
Tag Jones,7,4,3,20,"I know I haven't worked in an office before, and I really don't have a lot of experience, but uh..."
Tag Jones,7,4,3,22,"It's lame, I know. But I'm a goal-oriented person, very eager to learn..."
Tag Jones,7,4,7,3,I just wanted to come by and thank you for not laughing in my face yesterday. And I noticed there aren't any plants in your office so I wanted to bring you your first... There is a plant in your office.
Tag Jones,7,4,7,5,Right. So I guess I shouldn't put good at noticing stuff on my resume.
Tag Jones,7,4,7,7,"Anyway, I'm guessing you hired somebody."
