text,speaker,season,episode,scene,utterance
Of course!,Dana Keystone,6,18,14,9
"Ohh, I'm sorry.",Dana Keystone,6,18,14,11
What?! Anything! Anything!,Dana Keystone,6,18,14,13
Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,Dana Keystone,6,18,14,15
"Uhh, I can't.",Elizabeth Stevens,6,18,17,3
"No, I have some turning 21 to do.",Elizabeth Stevens,6,18,17,5
What are you doing?,Elizabeth Stevens,6,18,17,7
Do you not want to be seen with me?,Elizabeth Stevens,6,18,17,9
"Uh no, they're still here but I think I'm about to leave.",Elizabeth Stevens,6,18,17,11
Hi!,Elizabeth Stevens,6,18,17,13
Aren't you in my Popular Culture class?,Lydia,6,18,17,14
You are so fired.,Mel,6,18,17,16
They're gonna fire you! You can't date a student! It's against the rules.,Burt,6,18,17,18
For what it's worth I did appreciate you standing up for me. It felt really nice. It kinda made me like you even more.,Elizabeth Stevens,6,18,19,3
Wow!,Elizabeth Stevens,6,18,19,5
"Just hearing you describe it as forbidden, it's really hot.",Elizabeth Stevens,6,18,19,7
Yeah.,Elizabeth Stevens,6,18,19,9
Stop it!,Elizabeth Stevens,6,18,19,11
Shut the book!,Elizabeth Stevens,6,18,19,13
Oh hi!,Elizabeth Stevens,6,19,2,20
I'm the student.,Elizabeth Stevens,6,19,2,22
"Oh, we're not together.",Elizabeth Stevens,6,19,2,25
"Well, I really wanted to meet you guys, but I have to run. I'll see you later?",Elizabeth Stevens,6,19,2,28
Bye Ross.,Elizabeth Stevens,6,19,2,30
Oops! I did not mean to run into you like that sir.,Elizabeth Stevens,6,19,2,33
Professor Geller?,Elizabeth Stevens,6,19,5,2
I was wondering if I could talk to you for a moment?,Elizabeth Stevens,6,19,5,4
Making out in your office.,Elizabeth Stevens,6,19,5,6
What?,Elizabeth Stevens,6,19,5,10
"Oh! Sorry! Umm, I actually do need to talk to you.",Elizabeth Stevens,6,19,5,12
Spring vacation.,Elizabeth Stevens,6,19,5,14
"Yeah, we have time off and a lot of people are going on trips...",Elizabeth Stevens,6,19,5,16
Professor Geller!,Professor Feesen,6,19,5,18
You wanted to see me Professor Geller?,Elizabeth Stevens,6,19,7,2
Doorknob?,Elizabeth Stevens,6,19,7,6
Oh good.,Elizabeth Stevens,6,19,7,8
"Ross, I think you misunderstood what I was saying. I just wanted to tell you that I'm going to Florida for a couple weeks.",Elizabeth Stevens,6,19,7,10
You are so adorable.,Elizabeth Stevens,6,19,7,12
Hi.,Sebastian,6,19,8,20
Can I get you a cup of coffee?,Sebastian,6,19,8,22
Here you go.,Sebastian,6,19,8,34
Sure.,Sebastian,6,19,8,36
"Uh, no not really. Why?",Sebastian,6,19,8,38
Excuse me?,Sebastian,6,19,8,41
"Look, I just wanted to have coffee with Rachel.",Sebastian,6,19,8,44
"Actually, I uh, I gotta get going. Give me a call sometime.",Sebastian,6,19,8,46
Okay! See you later!,Sebastian,6,19,8,48
"Yeah! I've been working so hard this semester. I really need to go crazy y'know, blow off some steam.",Elizabeth Stevens,6,19,10,3
What?,Elizabeth Stevens,6,19,10,5
"Ross, are you okay?",Elizabeth Stevens,6,19,10,7
It's a bathing suit?,Elizabeth Stevens,6,19,10,9
Is that supportive?,Elizabeth Stevens,6,19,10,11
How are you?,Eldad,6,19,11,14
Hi.,Patrick,6,19,11,21
Hi.,Patrick,6,19,11,27
Maybe I should go!,Eldad,6,19,11,36
Y'know what Phoebe? This isn't really worth the free massage.,Patrick,6,19,11,44
I'm a little embarrassed.,Eldad,6,19,11,51
"Yes, Papaya Extract.",Eldad,6,19,11,55
I will.,Elizabeth Stevens,6,19,12,3
Yeah.,Elizabeth Stevens,6,19,12,5
"Oh, don't worry I have plenty of sun block, it's SPF-30.",Elizabeth Stevens,6,19,12,7
"Ross, it's going to be okay. I'm not going down there to hook up with a bunch of guys. I really like you. I like how things are going between us.",Elizabeth Stevens,6,19,12,9
Yeah! I'm just going down there to relax and hang out with my friends.,Elizabeth Stevens,6,19,12,11
Oh hey! Here they are!,Elizabeth Stevens,6,19,12,13
Elizabeth!,Guy,6,19,12,15
Uh-huh. Is it dirty?,Interviewer,6,20,5,5
"Don't, I like it dirty.",Interviewer,6,20,5,7
"So, uh, what are you going to do next?",Interviewer,6,20,5,9
"Are they, uh, firm?",Interviewer,6,20,5,11
"You sure they haven't gone bad? You're sure they're not very, very bad?",Interviewer,6,20,5,13
You gonna slice them up real nice?,Interviewer,6,20,5,15
Aaaahhhhhhh.,Interviewer,6,20,5,17
It was a simple mistake. It could happen to anyone.,Dr. Ledbetter,6,20,6,13
"Now-now calm down. Come look in my office, some of it my still be in the trash.",Dr. Ledbetter,6,20,6,15
"Well, it was quite large. I-I-I-I-I had to throw most of it away.",Dr. Ledbetter,6,20,6,17
"Hi, Joey. Well well, look what you brought.",Lorraine,6,20,8,41
"She's checking the coats. Joey, I'm gonna go wash the cab smell off my hands. Will you get me a white Zinfandel, and a glass of red for Janice.",Lorraine,6,20,8,43
Oh.... my.... God.,Janice Litman Goralnik,6,20,8,47
"So uh, here's your office set!",The Producer,6,21,3,2
Let's get you into wardrobe for a fitting.,The Producer,6,21,3,4
"I'm sorry, why don't we do that right now? He's right here.",The Producer,6,21,3,6
"Joey Tribbiani, this is...",The Producer,6,21,3,8
"This is Wayne, the man who created and operates C.H.E.E.S.E.",The Producer,6,21,3,10
"I'll let you two guys get acquainted, huh?",The Producer,6,21,3,12
C.H.E.E.S.E. is right here.,Wayne,6,21,3,14
Nice to meet you Mac!,C.H.E.E.S.E.,6,21,3,15
No. Why?,Wayne,6,21,3,17
"I spent two years developing this machine, it's absolutely state of the art.",Wayne,6,21,3,19
It can do this.,Wayne,6,21,3,21
"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth Stevens,6,21,4,2
I usually prefer Elizabeth's boyfriends to address me as Mr. Stevens.,Paul Stevens,6,21,4,4
"So Ross, what your problem?",Paul Stevens,6,21,4,6
Why can't you get a girlfriend your own age?,Paul Stevens,6,21,4,8
I don't like you going out with my daughter Ross.,Paul Stevens,6,21,4,10
Okay.,Paul Stevens,6,21,4,12
Okay. I'll give you one chance to change my mind. You got one minute.,Paul Stevens,6,21,4,14
Daddy!,Elizabeth Stevens,6,21,4,15
Fine! Two minutes. Go.,Paul Stevens,6,21,4,16
1 minute 50 seconds.,Paul Stevens,6,21,4,18
I'm Irish.,Paul Stevens,6,21,4,20
"No, unfortunately Lizzie's mom passed away shortly after she was born. I raised her by myself.",Paul Stevens,6,21,4,30
I get that a lot.,Paul Stevens,6,21,4,32
"So uh, Monica is Ross's sister.",Elizabeth Stevens,6,21,4,36
I had a sister.,Paul Stevens,6,21,4,38
She passed away.,Paul Stevens,6,21,4,40
"Oh, you don't have to do that every time.",Paul Stevens,6,21,4,42
A part of him did yes.,Paul Stevens,6,21,4,44
I'm already here.,Paul Stevens,6,21,4,49
Hi! Hi. I think I left my keys here somewhere.,Paul Stevens,6,21,6,3
No.,Paul Stevens,6,21,6,5
"Oh, here they are right here.",Paul Stevens,6,21,6,7
Thanks for your help.,Paul Stevens,6,21,6,9
Just call me Paul.,Paul Stevens,6,21,6,11
Well maybe you can date him then that would save me the trouble of killing him. Are you okay?,Paul Stevens,6,21,6,13
"Well, we were very young when we had her.",Paul Stevens,6,21,6,15
"Well yeah, it usually, it takes two people to...",Paul Stevens,6,21,6,17
"I'm just me, my wife died shortly after Lizzie was born.",Paul Stevens,6,21,6,19
Yes I did.,Paul Stevens,6,21,6,21
"Joe! I'm glad I found ya, I got an audition for ya!",Estelle Leonard,6,21,7,11
"The thing is it's kinda on the Q.T. The actor who has the part doesn't know he might be fired. It's the lead in a series, Mac and C.H.E.E.S.E.",Estelle Leonard,6,21,7,13
Uh-oh!,Estelle Leonard,6,21,7,15
Hi Ross.,Paul Stevens,6,21,8,3
"Yeah Ross it's okay, it's me, Mr. Stevens.",Paul Stevens,6,21,9,6
"Sure you did! You came in, you got all awkward, and you ran into the bedroom. You were shouting, ""Joey! Joey!"" Bye Rach.",Paul Stevens,6,21,9,8
I'll call you later. Bye Ross.,Paul Stevens,6,21,9,10
Don't touch him!,Wayne,6,21,11,3
What a nice story!,Elizabeth Stevens,6,21,12,3
So Ross was in college and decided to jump at the chance to take a young girl to her high school prom.,Paul Stevens,6,21,12,4
"Ross, look, I know I've been giving you a lot of jabs and it's partly because I'm very protective of Lizzie, and partly because well, they just keep coming to me. But I have to admit that after all the wonderful things that Lizzie has told me and the many, many, many stories that Rachel has told me that, well you're not all bad.",Paul Stevens,6,21,12,9
"And anyhow, I'm sorry I was so harsh before, but you have to understand that I still look at Lizzie like she's a twelve-year-old girl.",Paul Stevens,6,21,12,11
I beg your pardon?,Paul Stevens,6,21,12,13
You have a son?,Paul Stevens,6,21,12,15
"Don't worry about it, I just didn't realize you were married.",Paul Stevens,6,21,12,17
You two were married?!,Paul Stevens,6,21,12,20
"Hey Joey, I want to talk to you.",Wayne,6,21,14,6
"Joey, Joey, I-I-I'll g-get you your job back if you help me out.",Wayne,6,21,14,9
"I-I-I saw you on stage talking to that beautiful woman, y'know Sarah?",Wayne,6,21,14,13
I wish I could talk to her.,Wayne,6,21,14,15
Yeah. Her. All of them. Anyone.,Wayne,6,21,14,17
"Listen, I-I guarantee you keep your job if you can teach me how to talk to women like you do.",Wayne,6,21,14,19
How to make the next one even shorter?,Paul Stevens,6,21,15,3
"Well, this is fun. So Ross, did you kill any of these wives?",Paul Stevens,6,21,15,5
Are you yelling at me?!,Paul Stevens,6,21,15,7
"Y'know what daddy? If you don't like Ross, that's fine. It doesn't matter to me, I'm gonna go out with him anyway.",Elizabeth Stevens,6,21,15,9
Really?!,Paul Stevens,6,21,15,10
Wow. What can I say? This doesn't make me like you any better!,Paul Stevens,6,21,15,12
Then we agree?,Paul Stevens,6,21,15,14
Neither of us like Ross!,Paul Stevens,6,21,15,16
I like Ross.,Elizabeth Stevens,6,21,15,17
The shipment never made it through Omaha?,C.H.E.E.S.E.,6,21,16,3
"Okay look, Ross, just so you know that since Lizzie likes you so much, I've decided to accept the fact that you're going out with her.",Paul Stevens,6,22,1,36
"Yeah. But then I changed my mind. I'm funny like that. So I told Lizzie, now I'm telling you, I don't want you seeing my daughter anymore.",Paul Stevens,6,22,1,38
Yes it does.,Paul Stevens,6,22,1,40
I'll call the university and tell them about your relationship and have you fired.,Paul Stevens,6,22,1,42
Who are you?,The Dry Cleaner,6,22,2,7
Show me in the table.,The Dry Cleaner,6,22,2,9
"Well, then it's not on the wall yet.",The Dry Cleaner,6,22,2,11
"You can put the aisle over here , and put the wedding ceremony right over here.",The Museum Official,6,22,3,15
May I help you?,The Museum Official,6,22,3,18
Yes. We're very popular. There's a two-year waiting list. Sorry!,The Museum Official,6,22,3,20
I did.,The Dry Cleaner,6,22,4,3
No! It don't go up on the wall!,The Dry Cleaner,6,22,4,5
"Yes, it was very offensive to my people!",The Dry Cleaner,6,22,4,7
Russians! It showed them as terrorists and villains!,The Dry Cleaner,6,22,4,9
"That's right. Mr. Ford is a very good customer, he brings us a lot of clothes; you bring us nothing!",The Dry Cleaner,6,22,4,11
I've never seen it!,The Dry Cleaner,6,22,4,13
"Yeah, I've been coming here since I was a kid. This used to be my Grandma's.",Elizabeth Stevens,6,22,5,3
Sure!,Elizabeth Stevens,6,22,5,5
Are you okay? What's wrong?,Elizabeth Stevens,6,22,5,7
"Well, whatever works for ya...",Elizabeth Stevens,6,22,5,9
"Oh. Well, so we have to hide our relationship from one more person. Big deal. Besides, it's kinda fun hiding.",Elizabeth Stevens,6,22,5,11
"Hey umm, you brought protection right?",Elizabeth Stevens,6,22,5,14
I'll just run to the store and get some.,Elizabeth Stevens,6,22,5,16
Do you know where the store is?,Elizabeth Stevens,6,22,5,18
Do you want to ride around town on my little pink bicycle?,Elizabeth Stevens,6,22,5,20
I'll be back in ten minutes.,Elizabeth Stevens,6,22,5,22
Why don't you get in the hot tub and I'll meet you there.,Elizabeth Stevens,6,22,5,24
"Thank you, it's my mom's. So this is the kitchen.",Paul Stevens,6,22,5,29
"Hi, this is Heldi from the Morgan Chase museum. I'm calling for Monica Geller. I want to let her know that there was a cancellation and if she's still interested in having the Bing-Geller wedding at our facility, it is available...",The Museum Official,6,22,6,3
I know. I like it up here.,Paul Stevens,6,22,7,3
What's the matter honey? Did you see a little mouse?,Paul Stevens,6,22,7,5
"Honey, we don't have any bears here.",Paul Stevens,6,22,7,7
Okay. I'll be right back.,Paul Stevens,6,22,7,9
Here you go honey!,Paul Stevens,6,22,7,15
Diet Coke.,Paul Stevens,6,22,7,17
Okay.,Paul Stevens,6,22,7,19
I'll be right back.,Paul Stevens,6,22,7,21
Here you go honey. One Diet Coke with ice.,Paul Stevens,6,22,7,26
I'm so happy that you're here.,Paul Stevens,6,22,7,28
Here I am!,Elizabeth Stevens,6,22,7,29
"Elizabeth! Oh look, Elizabeth's here! Who are you talking to?",Paul Stevens,6,22,7,30
"Uh, you guys?",Elizabeth Stevens,6,22,7,31
How did you know we were here?,Paul Stevens,6,22,7,32
Umm...,Elizabeth Stevens,6,22,7,33
Obviously.,Elizabeth Stevens,6,22,7,35
"Elizabeth, what are you doing here?!",Paul Stevens,6,22,7,36
Yeah! Yep.,Elizabeth Stevens,6,22,7,38
"Ohh, I wouldn't do it in there. That's my dad's bedroom.",Elizabeth Stevens,6,22,7,40
Why are you yelling?,Paul Stevens,6,22,7,42
"Hi, this is Heldi from the Morgan Chase museum. I'm calling for Monica Geller.",The Museum Official,6,22,8,7
"I want to let her know that there was a cancellation and if she's still interested in having the Bing-Geller wedding at our facility, it is available...",The Museum Official,6,22,8,9
Can I help you?,Female Clerk,6,22,9,2
He's not here right now.,Female Clerk,6,22,9,4
"Y'know, there are two people who could put your picture up there.",Female Clerk,6,22,9,6
"So Lizzie, are-are-are you planning on staying the night?",Paul Stevens,6,22,10,2
"Oh no-no believe me, I'm leaving as soon as possible!",Elizabeth Stevens,6,22,10,3
"Good. Good. Not that we don't want you to stay, obviously you're welcome-How much more homework do you have?",Paul Stevens,6,22,10,4
"Ahh, I just have one problem left that I do not know how to solve. Uhh, Rachel maybe you want to come upstairs and help me figure it out?",Elizabeth Stevens,6,22,10,5
What do you need from the car?,Paul Stevens,6,22,10,7
Okay.,Paul Stevens,6,22,10,9
"Just relax. Just relax Paul, you're doing great. She likes you. She... Maybe, she likes you. She likes you. Y'know why? Because you're a neat guy. You are the man. You are the man! I still got it. Nice and sexy. You're just a love machine. I'm just a love machine and I won't work for nobody but you! Hey bab-y! Showtime. I'm just a love machine, yeah ba-by!",Paul Stevens,6,22,10,13
Son of a bitch!,The Dry Cleaner,6,22,12,4
"You, get out of my shop!",The Dry Cleaner,6,22,12,6
He went out with my wife!,The Dry Cleaner,6,22,12,8
That's my wife!!! Get out!,The Dry Cleaner,6,22,12,11
Ross? Ross?,Elizabeth Stevens,6,22,13,2
Okay!,Elizabeth Stevens,6,22,13,4
Ross!,Paul Stevens,6,22,13,7
Ross. You and I are going to have to have a little talk.,Paul Stevens,6,22,13,10
Daddy!,Elizabeth Stevens,6,22,13,11
You're next!!,Paul Stevens,6,22,13,12
Okay. I didn't know he was here.,Elizabeth Stevens,6,22,13,13
"Let me just see if I got this straight. I tell you to stay away from my daughter or I'll have you fired. What you heard was, ""Take my daughter, come up to my country house, and ruin my weekend with Rachel!""",Paul Stevens,6,22,13,14
"No, let me explain! Fired!!",Paul Stevens,6,22,13,16
What?,Paul Stevens,6,22,13,18
"Ross, let me show you where the guest room is.",Paul Stevens,6,22,13,20
Hey! Take these cappuccinos to table 11 and that guy over there wants the biscotti.,Gunther,6,22,15,3
Do you still work here?,Gunther,6,22,15,5
"Oh that's cool, I was gonna fire you anyway.",Gunther,6,22,15,7
Hi honey.,Paul Stevens,6,23,2,7
How are you?,Paul Stevens,6,23,2,10
Hi Phoebe.,Paul Stevens,6,23,2,13
Can't complain.,Paul Stevens,6,23,2,15
Come on.,Paul Stevens,6,23,2,17
Hey!,Paul Stevens,6,23,2,19
Ross!,Paul Stevens,6,23,2,22
Good to see you too!,Paul Stevens,6,23,2,24
Good. Bye!,Paul Stevens,6,23,2,26
"Honey I made a reservation at China Garden, is that okay?",Paul Stevens,6,23,3,2
It was fine.,Paul Stevens,6,23,3,4
I'm thinking that you are looking really fine it that dress.,Paul Stevens,6,23,3,6
Are you talking about having sex?,Paul Stevens,6,23,3,8
Normal.,Paul Stevens,6,23,3,10
Nope! That never happened to me!,Paul Stevens,6,23,3,12
Nope.,Paul Stevens,6,23,3,14
Okay.,Paul Stevens,6,23,3,16
Okay.,Paul Stevens,6,23,3,18
When I was six years old.,Paul Stevens,6,23,3,20
I wanted a big wheel. And instead my parents got me this little plastic chicken that you hop around on. It was embarrassing; kids made fun of me. That was a pretty tough year.,Paul Stevens,6,23,3,22
It was horrible. They called me chicken boy.,Paul Stevens,6,23,3,24
"And in fifth grade I got into a fight. Well, it wasn't really a fight. Richard Darinvel bit me on the nose and, and I feel down. I still have a little scare right here you can see it.",Paul Stevens,6,23,3,27
"Oh, I couldn't eat now.",Paul Stevens,6,23,3,29
Chicken? Chicken boy!,Paul Stevens,6,23,3,31
Can I help you?,Male Jeweler,6,23,4,8
"This ring is from the 1920s, it's a one and a half carat diamond with sapphires on either side.",Male Jeweler,6,23,4,11
Okay. Will you marry me?,Male Jeweler,6,23,4,13
"8,600.",Male Jeweler,6,23,4,16
Are you interested in this ring?!,Male Jeweler,6,23,4,18
"Okay, I can let it go at eight.",Male Jeweler,6,23,4,20
How would you like to pay?,Male Jeweler,6,23,4,22
"Uh yes, I have these two rather beautiful $5 bills.",Male Jeweler,6,23,4,25
Here you go.,Gunther,6,23,5,10
A tad.,Male Jeweler,6,23,7,3
Where's the 1920s princess cut ring.,Male Jeweler,6,23,7,5
I just sold it to that gentleman.,Female Jeweler,6,23,7,6
Rachel?,Paul Stevens,6,23,8,2
"Okay. Chandler, did your dad ever hug you?",Paul Stevens,6,23,8,4
"No! No! It's just that, my dad never did. I miss my dad.",Paul Stevens,6,23,8,6
Hey Chandler?,Paul Stevens,6,23,8,8
Would you.......Would you hug me?,Paul Stevens,6,23,8,10
That's exactly what my dad used to say!,Paul Stevens,6,23,8,12
Five more seconds.,Paul Stevens,6,23,8,14
Joey!,Paul Stevens,6,23,8,17
"Hey! I have so much more to tell ya, I've written it all down!",Paul Stevens,6,23,11,3
Wait! Wait! Listen! Listen to this! Y'know what I wanted to be when I was that age?,Paul Stevens,6,23,11,5
A surfer.,Paul Stevens,6,23,11,7
"I wanted to be one with the waves, y'know?",Paul Stevens,6,23,11,9
No. What ever happened to that little dude. So full of dreams...,Paul Stevens,6,23,11,11
What?! I can't believe you're trying to stifle me! When just 14 hours ago we figured out that that is exactly what my mother was trying to do to me!,Paul Stevens,6,23,11,13
"Oh Rachel, I'm so sorry. I didn't mean to overwhelm you. It's just that, when those gates open, you... Hard to close 'em. But they are closed now. Believe me.",Paul Stevens,6,23,11,15
I would really like that.,Paul Stevens,6,23,11,17
That was...so good.,Paul Stevens,6,23,12,2
Who is it?,Customer,6,23,14,7
Do you know who at my office?,Customer,6,23,14,9
Oh John! Great!,Customer,6,23,14,11
"It is beautiful, but I'm gonna use this one. Now, if you'll excuse me.",Customer,6,23,14,16
You're dying?!,Customer,6,23,14,19
I don't know. Let me see the ring.,Customer,6,23,14,24
All right.,Customer,6,23,14,26
Nice to see you Rachel.,Mr. Thompson,6,24,4,10
So glad you brought someone.,Mr. Thompson,6,24,4,12
"Well, I hope you're gonna bid on some things Rachel.",Mr. Thompson,6,24,4,18
"Ohh, nice choice.",Mr. Thompson,6,24,4,20
Good luck.,Mr. Thompson,6,24,4,22
Shut the door! Shut the door!!,Zoe,6,24,5,2
The guys across the hall are throwing water balloons at us.,Elizabeth Stevens,6,24,5,4
"No, it's a water balloon fight! We started it!",Elizabeth Stevens,6,24,5,6
Who drank all the Kamikazes?,Elizabeth Stevens,6,24,5,8
Nobody! We put them in here!,Sarah,6,24,5,9
You want some?!,Elizabeth Stevens,6,24,5,10
"Yeah, sure.",Elizabeth Stevens,6,24,5,12
Attack!,First Dorm Guy,6,24,5,15
Put your balloons down!,Second Dorm Guy,6,24,5,17
You put your balloons down!!,The Girls,6,24,5,18
You put your balloons down!!,First Dorm Guy,6,24,5,19
"Our next item is the romantic trip to Paris. It goes to Emil Alexander high a high bid of 2,300.",Mr. Thompson,6,24,6,2
"And finally, our biggest item of the night, the 22-foot gentleman's day sailer sailboat. The winning bid was a whooping $20,000!",Mr. Thompson,6,24,6,12
"Congratulations on your new boat, Joey Tribbiani!!",Mr. Thompson,6,24,6,18
Monica! Chandler!,Richard Burke,6,24,7,19
"You too, you let uh, your hair grow long.",Richard Burke,6,24,7,22
"Well, my nose got lonely.",Richard Burke,6,24,7,24
"Hi, I'm Lisa.",Richard's Date,6,24,7,26
"Oh, I'm sorry. Lisa, Monica, Chandler. We used to date.",Richard Burke,6,24,7,28
You're table's ready sir.,Matire'D,6,24,7,33
Oh. Good to see you guys.,Richard Burke,6,24,7,34
"Or if you prefer, this table is available.",Matire'D,6,24,7,36
That might be fun.,Richard Burke,6,24,7,37
Mr. Tribbiani.,Mr. Thompson,6,24,8,14
Your generous contribution brings us a big step closer to building the youth center.,Mr. Thompson,6,24,8,16
"I think it was valued at 19,000",Mr. Thompson,6,24,8,18
That's good. Very good!,Mr. Thompson,6,24,8,22
And-and then I sneak out and before Monica can her parents come in.,Richard Burke,6,24,9,3
Oh my God!,Lisa,6,24,9,5
"It's so great seeing you guys again. I'd like to make a toast. Uh, as a poet once said, ""In the sweetness of friendship, let there be laughter and sharing of pleasures for in the due of little things the heart finds it's morning and is refreshed.""",Richard Burke,6,24,9,9
That was me.,Emil Alexander,6,24,11,8
That's me.,Mr. Bowmont,6,24,11,13
I was actually relieved uh I didn't win the boat. My wife would've killed me.,Mr. Bowmont,6,24,11,18
It's Pam.,Mr. Bowmont,6,24,11,22
I don't think she'd like that.,Mr. Bowmont,6,24,11,25
I don't think so dear.,Mr. Bowmont,6,24,11,28
"What the hell, it's for a good cause! All right!",Mr. Bowmont,6,24,11,30
Ross! Wait!,Elizabeth Stevens,6,24,13,3
You suck!!,Elizabeth Stevens,6,24,13,5
"Hey Monica, there's a customer who wants to complement the chef, should I let him in?",Waitress,6,24,15,2
Come on in.,Waitress,6,24,15,4
Hi!,Richard Burke,6,24,15,6
"Actually, I'm not here to complement the chef.",Richard Burke,6,24,15,8
"Well, it was great seeing you the other night.",Richard Burke,6,24,15,10
No! I came here to tell you something else. I came here to tell you I still love you.,Richard Burke,6,24,15,12
"I still love you. And I know I probably shouldn't even be here telling you this, I mean you're with Chandler a guy I really like, and if you say he's straight I'll believe you! After seeing ya the other night I knew if I didn't tell ya I'd regret it for the rest of my life. Letting you go was the stupidest thing I ever did.",Richard Burke,6,25,1,3
"Well yeah, I'm sorry. I know this is the wrong time and the wrong place but I had to tell ya! I wanna spend my life with you. I wanna marry you. I wanna have kids with you.",Richard Burke,6,25,1,5
I know this is crazy but am I too late?,Richard Burke,6,25,1,7
"Well I know I was an idiot! And I tried to forget you, I really did! Y'know after we had lunch last year I spent six months in Africa trying to get you out of my head!",Richard Burke,6,25,1,9
Working with blind kids.,Richard Burke,6,25,1,11
"Okay that's fine, I'll walk away. And I'll never bother you again, but only if you tell me Chandler's willing to give you everything I am.",Richard Burke,6,25,1,13
You are?,Richard Burke,6,25,1,15
Why?,Richard Burke,6,25,1,17
"When the Cretaceous period ended, the dinosaurs were gone.",Narrator,6,25,6,2
Hi.,Richard Burke,6,25,8,3
I didn't ask. You wanna come in?,Richard Burke,6,25,8,5
"Oh, okay. Well, I'll just leave the door open and go sit on the couch.",Richard Burke,6,25,8,7
Drink?,Richard Burke,6,25,8,9
...on the rocks with a twist? I remember.,Richard Burke,6,25,8,11
"Uh, no! No! That's...art! If it bothers you I can put my art out.",Richard Burke,6,25,8,13
"So Monica let me ask you a question. Y'know, since we broke up do you ever, think about me?",Richard Burke,6,25,8,15
Oh really?,Richard Burke,6,25,8,17
Who is it?,Richard Burke,6,25,8,19
Yeah he's no good. Do you ever think about me in a non-eye doctor way?,Richard Burke,6,25,8,21
Ahh.,Richard Burke,6,25,8,23
Excuse me?,Richard Burke,6,25,10,3
Oh. Whew!,Richard Burke,6,25,10,5
"Yeah! You're saying, you need to be with someone more mature. Maybe someone with, a license to practice medicine. Or a mustache.",Richard Burke,6,25,10,7
I think that's fair.,Richard Burke,6,25,10,9
It's okay! Shh! Hey. Hey. Shhhh.,Richard Burke,6,25,10,11
I know.,Richard Burke,6,25,10,13
"Yeah, I understand. Take as much time as you want. Ten, even twenty minutes if you need it. I'll be here. Not smoking.",Richard Burke,6,25,10,15
Chandler.,Richard Burke,6,25,11,2
She's not here and please come in.,Richard Burke,6,25,11,4
"Okay, she was here, but she left.",Richard Burke,6,25,11,6
Well she said she had to think things over.,Richard Burke,6,25,11,8
"Oh, hey look nothing happened.",Richard Burke,6,25,11,10
"Well all right, one thing happened?",Richard Burke,6,25,11,12
Well I'm sorry.,Richard Burke,6,25,11,14
"Well, apparently I'm willing to offer her things that you are not.",Richard Burke,6,25,11,16
"Well if it helps, it worked very well.",Richard Burke,6,25,11,18
You were gonna propose?,Richard Burke,6,25,11,20
"No I don't have a ring! You go get her Chandler. And can I give you a piece of advice? If you do get her, don't let her go. Trust me.",Richard Burke,6,25,11,22
I know. I hate that!,Richard Burke,6,25,11,24
"Hi, is uh Phoebe here?",Woman,7,2,6,3
Ohh great.,Woman,7,2,6,5
"Well, I don't know. Are you a masseur?",Woman,7,2,6,7
"Great! Dad! Thank you so much, I'll be back to pick him up in an hour.",Woman,7,2,6,9
"So Chandler, you're parents must've been thrilled when you told them you were engaged.",Judy Geller,7,2,7,2
I remember when we first got engaged.,Jack Geller,7,2,7,4
"Well, I'd gotten Judy pregnant. I still don't know that happened.",Jack Geller,7,2,7,7
You don't know how that happened?! Your dog thought my diaphragm was a chew toy!,Judy Geller,7,2,7,8
What?! They wanted a scary story!,Jack Geller,7,2,7,11
"You tell her Jack, I can't do it.",Judy Geller,7,2,7,13
"We have it. Only now, we call it the beach house.",Jack Geller,7,2,7,15
"We're sorry honey, but we just assumed if you got married after you turned 30 you'd pay for it yourself.",Judy Geller,7,2,8,3
Which means you had seven years of beach fun and you can't put a price on that sweetie.,Jack Geller,7,2,8,5
We really do feel bad about this though.,Judy Geller,7,2,8,6
"We started saving again when you were dating Richard and then that went to hell, so we redid the kitchen.",Jack Geller,7,2,8,7
Well it was Chandler! We didn't think he'd ever propose!,Judy Geller,7,2,8,9
"We might still have some money, if your father didn't think it was a good idea to sell ice over the Internet.",Judy Geller,7,2,8,12
It seemed like such a simple idea.,Jack Geller,7,2,8,13
"Stupid Jack, the word is stupid.",Judy Geller,7,2,8,14
"All right, enough! I don't want to hear about it anymore! Good luck, Chandler.",Jack Geller,7,2,8,15
Have a seat son. Hey!!,Jack Geller,7,3,5,21
"I understand completely, there's nothing more horrifying than embarrassing yourself in front of your in-laws. As a matter of fact, when I started dating Judy I was unemployed, and her father asked me what I did for a living and I told him I was a lawyer.",Jack Geller,7,3,11,3
"They never did, so if ever see me giving them legal advice just nod along. Shall we?",Jack Geller,7,3,11,5
"Well, if we learned one thing today C.H.E.E.S.E. is that cheerleaders and high explosives don't mix.",Mac,7,4,1,2
You can say that again Mac.,C.H.E.E.S.E.,7,4,1,3
"Well, I couldn't have done it without you buddy. You're a genius.",Mac,7,4,1,4
Oh yeah? Well then how come I can't get my VCR to stop blinking 12:00?,C.H.E.E.S.E.,7,4,1,5
That's right.,Hilda,7,4,3,3
What?,Hilda,7,4,3,5
No dear. It's not.,Hilda,7,4,3,7
Thank you! Good meeting you.,Hilda,7,4,3,9
Hello?,Man,7,4,3,12
