speaker,emotion,season,episode,scene,utterance,text
Rachel Green,Peaceful,3,1,5,6,Hmm.
Ross Geller,Neutral,3,1,5,7,I think I have an old band uniform from high school.
Rachel Green,Joyful,3,1,5,8,"You remember not having sex in high school, right?"
Ross Geller,Sad,3,1,5,9,Yeah.
Rachel Green,Sad,3,1,5,10,"Well honey, what about you?"
Ross Geller,Neutral,3,1,5,11,What?
Rachel Green,Peaceful,3,1,5,12,"I mean do you have any fun, you know, fantasy type things?"
Ross Geller,Neutral,3,1,5,13,No.
Rachel Green,Joyful,3,1,5,14,Come on you gotta have one!
Ross Geller,Neutral,3,1,5,15,Nope.
Rachel Green,Joyful,3,1,5,16,"Ross, you know what..."
Ross Geller,Scared,3,1,5,17,What?
Rachel Green,Joyful,3,1,5,18,"...if you tell me, I might do it."
Ross Geller,Scared,3,1,5,19,"Okay, umm. Did you ever see, um, Return Of The Jedi?"
Rachel Green,Neutral,3,1,5,20,Yeah.
Ross Geller,Peaceful,3,1,5,21,"Do you remember the scene with, um, Jabba the Hut? Well Jabba had as, as his prisoner, um, Princess Leia."
Rachel Green,Joyful,3,1,5,22,Oooh!
Ross Geller,Joyful,3,1,5,23,"Princess Leia, was wearing this, um, gold bikini thing. It was pretty cool."
Chandler Bing,Joyful,3,1,7,3,Hey!
Joey Tribbiani,Joyful,3,1,7,4,Wheel!
Chandler Bing,Joyful,3,1,7,5,Of!
Joey Tribbiani,Mad,3,1,7,6,Fortune! This guy is so stupid. It's Count Rushmore!!
Chandler Bing,Joyful,3,1,7,7,"You know, you should really go on this show. All right, listen, I got three tickets to the Rangers tonight. What'd ya' say?"
Joey Tribbiani,Neutral,3,1,7,8,"I say, 'I am there!' Cool! Aw, is Ross going to?"
Chandler Bing,Neutral,3,1,7,9,"No, Janice."
Joey Tribbiani,Sad,3,1,7,10,"Jan-ice. 'Cause I, just, I feel bad for Ross, you know, we-we always go together, we're like the three hocke-teers."
Chandler Bing,Neutral,3,1,7,11,"You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?"
Joey Tribbiani,Mad,3,1,7,12,"No, Yeeees. God, how do I say this. . Oh, hi, you know that girl from the Greek restaurant with the hair ?"
Chandler Bing,Mad,3,1,7,13,"Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!"
Joey Tribbiani,Neutral,3,1,7,14,"Look, I don't hate Janice, she's-she's just a lot to take, you know."
Chandler Bing,Neutral,3,1,7,15,"Well, there you go."
Joey Tribbiani,Peaceful,3,1,7,16,"Oh, hey. Come on man, don't look at me like that, she used to drive you nuts before too, remember?"
Chandler Bing,Mad,3,1,7,17,"Well, I'm crazy about her now. I think this could be the real thing. Capital 'R'! Capital 'T'! Don't worry, those are the right letters."
Joey Tribbiani,Neutral,3,1,7,18,"Look, what do you want me to say?"
Chandler Bing,Mad,3,1,7,19,I want you to say that you like her!
Joey Tribbiani,Mad,3,1,7,20,"I can't. It's like this chemical thing, you know. Every time she starts laughing, I just wanna pull my arm off just so that I can have something to throw at her."
Chandler Bing,Mad,3,1,7,21,"Thanks for trying. Oh, and by the way there is no Count Rushmore!"
Joey Tribbiani,Mad,3,1,7,22,"Yeah, then-then who's the guy that painted the faces on the mountain?"
Ross Geller,Scared,3,1,8,2,How could you have told her?
Rachel Green,Mad,3,1,8,3,"Ross, I didn't think it would that big of a deal."
Ross Geller,Mad,3,1,8,4,"Oh, she didn't think it would be that big of deal."
Rachel Green,Scared,3,1,8,5,"Okay, who are you talking to when you do that?"
Ross Geller,Mad,3,1,8,6,"Look, that was supposed to be like a private, personal thing between us."
Rachel Green,Mad,3,1,8,7,"Okay, Ross, Phoebe is my girlfriend, okay, we tell each other everything. You know, I mean, come on, guys do the same thing, I mean, what about all that locker room stuff."
Ross Geller,Mad,3,1,8,8,"That's different, okay. That's like, uh 'Who dated a stripper?' or 'Who did it on the back of the Staton Island Ferry?'."
Rachel Green,Neutral,3,1,8,9,Were both of those Joey?
Ross Geller,Mad,3,1,8,10,"Yeah. Look, you don't, you don't talk about like, you know, your girlfriend and the intimate stuff you, you do with her."
Rachel Green,Neutral,3,1,8,11,Not even with your best friend.
Ross Geller,Mad,3,1,8,12,Noo!
Rachel Green,Sad,3,1,8,13,"That is so sad. Your missing out on so much, Ross. I mean, the bonding and the sharing, you know. And-and knowing that someone else is going through the same thing you are."
Ross Geller,Scared,3,1,8,14,"Hmph. So what you, you tell each other everything?"
Rachel Green,Joyful,3,1,8,15,Pretty much.
Ross Geller,Neutral,3,1,8,16,Did you talk about the night of five times? Do you tell people about the night of five times?
Rachel Green,Joyful,3,1,8,17,"Uh, honey, yeah that was with Carol."
Ross Geller,Scared,3,1,8,18,"I know, but it's still worth mentioning, I think."
Phoebe Buffay,Powerful,3,1,9,2,"Relax every muscle in your body. Listen to the plinky-plunky music. Okay, now close you eyes, and think of a happy place. Okay, tell me your happy place."
Monica Geller,Joyful,3,1,9,3,"Richard's living room, drinking wine."
Phoebe Buffay,Scared,3,1,9,4,"All right. No, no, no, not a Richard thing, just put down the glass. And get out!"
Monica Geller,Powerful,3,1,9,5,"I'm sorry, but that's my happy place."
Phoebe Buffay,Mad,3,1,9,6,"Well, okay, fine, use my happy place. Okay, I'm just gonna, I have to ask that you don't move anything."
Monica Geller,Scared,3,1,9,7,"All right, I'll try not to."
Phoebe Buffay,Peaceful,3,1,9,8,"Okay, all right, so, your in a meadow, millions of stars in the sky...."
Monica Geller,Scared,3,1,9,9,Do you think breaking up with him was a huge mistake?
Phoebe Buffay,Peaceful,3,1,9,10,"All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees...."
Monica Geller,Powerful,3,1,9,11,"I'll bet he's totally over me, I'll bet he's fine."
Phoebe Buffay,Peaceful,3,1,9,12,"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place. Okay. Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains. And the-the calming sounds of the babbling brook...."
Monica Geller,Powerful,3,1,9,13,"Okay, this isn't working. I'm still awake and now I have to pee."
Janice Litman Goralnik,Mad,3,1,10,2,"So, I hear, you hate me!"
Joey Tribbiani,Scared,3,1,10,3,"I, ah, I never said hate, I was very careful about that."
Janice Litman Goralnik,Mad,3,1,10,4,A little birdie told me something about you wanting to rip your arm off and throw it at me.
Joey Tribbiani,Scared,3,1,10,5,And you got a 'hate' from that?! Your taking a big leap there...
Janice Litman Goralnik,Sad,3,1,10,6,"All right, fine, fine, fine, fine, fine, We've got to do something about our little situation here Joey. So, this is my idea you and me spending some quality time together."
Joey Tribbiani,Peaceful,3,1,10,7,But what does that gonna do...
Janice Litman Goralnik,Powerful,3,1,10,8,For Chandler!
Joey Tribbiani,Joyful,3,1,10,9,Okay. I'm in.
Janice Litman Goralnik,Joyful,3,1,10,10,Okay. All right. This is what we're gonna call it 'Joey and Janice's DAY OF FUN!'
Joey Tribbiani,Powerful,3,1,10,11,Does it have to be a whole day?
Janice Litman Goralnik,Peaceful,3,1,10,12,"Yes, because that's how long it takes to love me."
Joey Tribbiani,Peaceful,3,1,10,13,"Yeah, I know, I sleep in the next room."
Janice Litman Goralnik,Joyful,3,1,12,2,We're baack!
Joey Tribbiani,Joyful,3,1,12,3,Hey!
Chandler Bing,Neutral,3,1,12,4,What are you guys doing together?
Janice Litman Goralnik,Joyful,3,1,12,5,Joey and Janice's DAY OF FUN!!!
Chandler Bing,Neutral,3,1,12,6,Really.
Joey Tribbiani,Peaceful,3,1,12,7,"Yeah, yeah. We went to a Mets game, we got Chinese food, and you know, I love this woman. You have got competition buddy."
Janice Litman Goralnik,Joyful,3,1,12,8,"I just came by to give you a kiss, I have to go pick up the baby, so. I'll see you later sweetheart, you too Chandler."
Chandler Bing,Neutral,3,1,12,9,You still can't stand her can you?
Joey Tribbiani,Sad,3,1,12,10,"I'm sorry man, I tired, I really did."
Chandler Bing,Peaceful,3,1,12,11,"Well, you know, I appreciate you giving it a shot."
Joey Tribbiani,Joyful,3,1,12,12,"But, hey, look, you know the good thing is, is that we spent the whole day together and I survived, and what's even more amazing, so did she. It was bat day at Shea Stadium."
Chandler Bing,Peaceful,3,1,12,13,"Well, I guess that's something."
Joey Tribbiani,Neutral,3,1,12,14,"No man, that's huge! Now, I know I can stand to be around her, which means I get to hang out with you, which is kinda the whole point, anyway."
Chandler Bing,Neutral,3,1,12,15,Okay.
Joey Tribbiani,Neutral,3,1,12,16,"Oh, hey, Chandler, we, ah, we stopped by the coffee shop and ran into Ross."
Chandler Bing,Scared,3,1,12,17,Oh God!
Joey Tribbiani,Neutral,3,1,12,18,"Hey, if it makes you feel any better, I do it too."
Chandler Bing,Neutral,3,1,12,19,Really?
Joey Tribbiani,Joyful,3,1,12,20,"Oh yeah, I always picture your Mom when I'm having sex."
Monica Geller,Joyful,3,1,13,4,"Hi, Dad, what are you doing here?"
Jack Geller,Peaceful,3,1,13,5,"Well, it's your mother's bridge night so I thought that I would come into the city for a little Monicuddle. Since when did you start smoking cigars?"
Monica Geller,Neutral,3,1,13,6,"I don't, I just, I just like the smell of them. So, uh, what are you really doing here Dad?"
Jack Geller,Peaceful,3,1,13,7,"Well, I just wanted to make sure you were okay."
Monica Geller,Sad,3,1,13,8,What makes you think that I might not be okay?
Jack Geller,Powerful,3,1,13,9,I saw Richard.
Monica Geller,Scared,3,1,13,10,Oh.
Jack Geller,Neutral,3,1,13,11,"So, how are you doing?"
Monica Geller,Sad,3,1,13,12,"I'm fine, just a little tired, I'm okay. How's Richard doing?"
Jack Geller,Neutral,3,1,13,13,You don't wanna know.
Monica Geller,Peaceful,3,1,13,14,"No, I really, really do."
Jack Geller,Powerful,3,1,13,15,"Well, he's doing terrible!"
Monica Geller,Joyful,3,1,13,16,Really!
Jack Geller,Sad,3,1,13,17,Worse than when he broke up with Barbara.
Monica Geller,Neutral,3,1,13,18,You're not just saying that are you?
Jack Geller,Powerful,3,1,13,19,"No, the man is a mess."
Monica Geller,Neutral,3,1,13,20,Was he crying?
Jack Geller,Neutral,3,1,13,21,No.
Monica Geller,Neutral,3,1,13,22,"Well, do you think he was waiting 'til after you left, so he could cry?"
Jack Geller,Neutral,3,1,13,23,Maybe.
Monica Geller,Joyful,3,1,13,24,I think so.
Jack Geller,Peaceful,3,1,13,25,"Honey, relationships are hard. Like with your Mom and me. You know after we graduated college we broke up for a while. It seems her Father, your Grandfather, wanted her to travel around Europe, like he did. Of course, he got to do it on Uncle Sam's nickel, because he was also strafing German troop trains at the time. However,"
Joey Tribbiani,Neutral,3,2,1,2,"All right they got water, orange juice, and what looks like cider."
Chandler Bing,Joyful,3,2,1,3,Taste it.
Joey Tribbiani,Mad,3,2,1,4,"Yep, it's fat. I drank fat!"
Chandler Bing,Joyful,3,2,1,5,"Yeah, I know, I did that two minutes ago."
Ross Geller,Joyful,3,2,1,6,Hey!
Chandler Bing,Joyful,3,2,1,7,"Hey, mister tux!"
Ross Geller,Scared,3,2,1,8,Why aren't you guys dressed?
Joey Tribbiani,Mad,3,2,1,9,We have a half hour.
Ross Geller,Mad,3,2,1,10,"No, four minutes ago you had a half hour, we have to be out the door at twenty to eight."
Joey Tribbiani,Powerful,3,2,1,11,"Relax Ross, we'll be ready. It only takes us two minutes to get dressed."
Ross Geller,Mad,3,2,1,12,"Well, you know, I'd feel a whole lot better if you got dressed now."
Rachel Green,Joyful,3,2,1,14,"Hey-hey! Oh, look at you, all sexy."
Ross Geller,Joyful,3,2,1,15,Really.
Rachel Green,Joyful,3,2,1,16,"Ooooh! Wow!! Oh, hi."
Ross Geller,Peaceful,3,2,1,17,Hi.
Rachel Green,Neutral,3,2,1,18,How come you didn't come over earlier?
Ross Geller,Mad,3,2,1,19,"'Cause, I'm a stupid, stupid man."
Joey Tribbiani,Mad,3,2,1,20,"Hey, Ross, want some cider?"
Ross Geller,Neutral,3,2,1,21,"No. So, um, let's see your pretty close, huh. Make-up's on, hair's done."
Rachel Green,Neutral,3,2,1,22,"Yeah, I just have to get dressed."
Ross Geller,Joyful,3,2,1,23,Yay! And that takes what? Just six or seven minutes.
Rachel Green,Powerful,3,2,1,24,"Yeah! Once, I figure out what I'm wearing."
Joey Tribbiani,Neutral,3,2,1,25,Glass of fat?
Sherman Whitfield,Neutral,3,2,4,2,"Dr. Geller, Sherman Whitfield, London Institute."
Ross Geller,Joyful,3,2,4,3,Wow! What a pleasure.
Sherman Whitfield,Joyful,3,2,4,4,"Well, I have to tell you, I was quite impressed with your paper on Pre-Cretaceous fossils. Yeah, it confirmed everything that I have written."
Chandler Bing,Neutral,3,2,4,5,Excuse me. Hi.
Sherman Whitfield,Neutral,3,2,4,6,Yes?
Chandler Bing,Mad,3,2,4,7,"Well, your kind of sitting in my seat."
Sherman Whitfield,Powerful,3,2,4,8,"What do you mean, your seat?"
Chandler Bing,Mad,3,2,4,9,"I mean, I was sitting there."
Sherman Whitfield,Mad,3,2,4,10,"But, you got up!"
Chandler Bing,Mad,3,2,4,11,"But, I never left the room!"
Sherman Whitfield,Mad,3,2,4,12,"But, you left the chair area."
Chandler Bing,Mad,3,2,4,13,"All right, that's it, give me your underwear."
Monica Geller,Joyful,3,3,2,2,"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning."
Ross Geller,Neutral,3,3,2,3,Where'd you get fruit at four in the morning?
Monica Geller,Joyful,3,3,2,4,Went down to the docks. Bet ya didn't know you could get it wholesale.
Rachel Green,Neutral,3,3,2,5,I didn't know there were docks.
Joey Tribbiani,Peaceful,3,3,2,7,Hey.
Chandler Bing,Neutral,3,3,2,8,Hey.
Ross Geller,Scared,3,3,2,9,"Aww, is it broken?"
Joey Tribbiani,Sad,3,3,2,10,"No, I gotta wear this thing for a couple weeks."
Rachel Green,Joyful,3,3,2,11,Did you tell the doctor you did it jumping up and down on your bed?
Joey Tribbiani,Mad,3,3,2,12,Nooo. I had a story all worked out but then Chandler sold me out.
Chandler Bing,Mad,3,3,2,13,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket."
Joey Tribbiani,Neutral,3,3,2,14,What is this? Fruit?
Rachel Green,Joyful,3,3,2,15,Monica's making jam.
Joey Tribbiani,Joyful,3,3,2,16,"Whoa, jam! I love jam! Hey, how come we never have jam at our place?"
Chandler Bing,Mad,3,3,2,17,Because the kids need new shoes.
Monica Geller,Joyful,3,3,2,18,"I'm going into business people. I'm sick and tired of being depressed about Richard. I needed a plan, a plan to get over my man. What's the opposite of man? Jam. Oh Joey don't! It's way to hot."
Joey Tribbiani,Peaceful,3,3,2,19,This will just be my batch.
Phoebe Buffay,Scared,3,3,3,2,"Um, that's it. No. Hey! You! J. Crew guy. Yeah. Why have you been following me? I mean, all week long everywhere I look there's you."
Guy,Sad,3,3,3,3,"You wouldn't return my calls, you sent back my letters...."
Phoebe Buffay,Neutral,3,3,3,4,What?
Guy,Sad,3,3,3,5,"One more chance Ursula, please?"
Phoebe Buffay,Neutral,3,3,3,6,"Oooh. Oh, well this is awkward."
Guy,Scared,3,3,3,7,Wh..
Phoebe Buffay,Neutral,3,3,3,8,"Um, yeah, you want Ursula, and I'm Phoebe. Twin sisters! Seriously."
Guy,Powerful,3,3,3,9,"Oh, that's great. I'm stalking the wrong woman. I am such a dingus!"
Phoebe Buffay,Neutral,3,3,3,10,"Oh, you're not a dingus."
Guy,Sad,3,3,3,11,"I just, I want you to know I didn't used to be like this. Before I meet your sister I was like this normal guy who sold beepers and cellular phones."
Phoebe Buffay,Neutral,3,3,3,12,"Well, I mean look it's, it's not your fault, you know. I mean this is just what, what she does to guys, okay."
Guy,Neutral,3,3,3,13,Well thanks.
Phoebe Buffay,Peaceful,3,3,3,14,"Wait, you know what, I got a little story. When I was in Junior High School I went through this period where I thought I was a witch. And there was this guidance counselor who said something to me, that I think will help you a lot. He said okay, 'you're not a witch you're just an average student.' See what I'm saying?"
Guy,Scared,3,3,3,15,Not really.
Phoebe Buffay,Neutral,3,3,3,16,"Um, well, get over it. So, I mean you, you just seem to be a really nice guy, you know. Don't be so hard on yourself okay."
Guy,Peaceful,3,3,3,17,"Wait. You're right. I know you're right. And, thanks for being so nice. Here"
Phoebe Buffay,Neutral,3,3,3,18,"Oh, thanks a lot. Do you want to get a cup of coffee?"
Guy,Joyful,3,3,3,19,"Yeah, okay."
Phoebe Buffay,Neutral,3,3,3,20,"Okay. Okay, you don't have to walk behind me any more."
Guy,Sad,3,3,3,21,Sorry.
Malcom,Neutral,3,3,7,2,Here's my binoculars.
Phoebe Buffay,Powerful,3,3,7,3,"Oh, great. Great. You're doing great, you know real strong. Going strong. Keep going."
Malcom,Joyful,3,3,7,4,"These are my night vision goggles. This is the book I pretend to read when I'm watching her in the park. And these are Mad Lips, they're just for fun."
Phoebe Buffay,Neutral,3,3,7,5,"Oh, yeah. What's this?"
Malcom,Sad,3,3,7,6,"Oh, this is log I kept, recording her every movement. Do you wanna here something from it?"
Phoebe Buffay,Sad,3,3,7,7,"Um, not even a little bit."
Malcom,Scared,3,3,7,8,It's about you.
Phoebe Buffay,Powerful,3,3,7,9,"Oh, okay then."
Malcom,Joyful,3,3,7,10,"I met Phoebe today. She was really nice to me eventhough I'm such a loser. And, then when I was walking home I thought about her a lot, it was weird, but kinda cool."
Phoebe Buffay,Peaceful,3,3,7,11,Good. So what were you thinking?
Malcom,Joyful,3,3,7,12,I was thinking what it would be like to kiss you.
Phoebe Buffay,Joyful,3,3,7,13,Really?
Malcom,Mad,3,3,7,14,No.
Phoebe Buffay,Sad,3,3,7,15,Oh.
Malcom,Powerful,3,3,7,16,"See that's just something I said now, so that maybe I could kiss you."
Phoebe Buffay,Joyful,3,3,7,17,"Oh, okay."
Rachel Green,Scared,3,3,9,2,"Oh my God, what happened?"
Janice Litman Goralnik,Scared,3,3,9,3,"Oh. God, crazy Chandler. He spun me...off...the...bed!"
Rachel Green,Joyful,3,3,9,4,Wow! Spinning that sounds like fun.
Janice Litman Goralnik,Joyful,3,3,9,5,"Oh, I wish. No, you know he was just trying Ross's Hug and Roll thing."
Rachel Green,Neutral,3,3,9,6,Ross's what?
Janice Litman Goralnik,Joyful,3,3,9,7,"You know what, where he hugs you and kinda rolls you away and... Oh... my....God."
Malcom,Scared,3,3,10,2,Phoebe?
Phoebe Buffay,Joyful,3,3,10,3,Yes? Yes! Oh.
Malcom,Neutral,3,3,10,4,What are you doing?
Phoebe Buffay,Peaceful,3,3,10,5,"Oh, I was just here looking for, um, my um, my part of an old sandwich. Oh, here it is! Oh."
Malcom,Scared,3,3,10,6,Were you following me?
Phoebe Buffay,Joyful,3,3,10,7,"Um, perhaps. Yes! Yes, I'm sorry, I'm sorry. I was just afraid that you were still hung up on my sister."
Malcom,Scared,3,3,10,8,So you spied on me. I can't believe you don't trust me.
Phoebe Buffay,Neutral,3,3,10,9,"Oh well, what do you know, there goes my identical twin sister. Just walkin' along looking like me. What, is this just like a freakish coincidence, or did you know she takes this train?"
Malcom,Sad,3,3,10,10,"I'm sorry. I'm sorry. I tried to stop, but I couldn't. I'm so pathetic."
Phoebe Buffay,Joyful,3,3,10,11,"No, no, it's not your fault. You know it's partly my fault, 'cause I made you quit cold turkey. Sorry, no. Okay, well, I mean, I can't date you anymore, 'cause your, you know Wow! But um, but I will definitely, definitely help you get over my sister. Okay, stalk me for a while. Huh? Yeah, and, and, and, I'll be like an Ursula patch."
Malcom,Scared,3,3,10,12,"Uh-huh, I don't know."
Phoebe Buffay,Neutral,3,3,10,13,"Yeah, just, okay, look I'm going. Um, come on. Op, op, behind the pillar, which way am I gonna go?"
Joey Tribbiani,Sad,3,3,12,2,"I called the sperm bank today, they haven't sold a single unit of Tribianni. Nobody wants my product. I mean, I-I-I don't get it Maybe if they met me in person."
Rachel Green,Neutral,3,3,12,3,"Honey, you got a little thing on your..."
Joey Tribbiani,Mad,3,3,12,4,Did I get it?
Rachel Green,Neutral,3,3,12,5,Yeah.
Ross Geller,Joyful,3,3,12,6,Hello.
Rachel Green,Neutral,3,3,12,7,Hello.
Ross Geller,Scared,3,3,12,8,"Hey. Uh, Chan, can I uh, can I talk to you for a second?"
Chandler Bing,Neutral,3,3,12,9,Sure. What's up?
Ross Geller,Mad,3,3,12,10,"Just one uh, one additional relationship thought. Probably something your already familiar with, uh, women talk!"
Host,Joyful,3,4,1,2,"Welcome everybody, welcome to Amazing Discoveries!"
Phoebe Buffay,Joyful,3,4,1,3,"Oh, oh! It's on again!"
Joey Tribbiani,Neutral,3,4,1,4,"You guys, can we please not watch this all right."
#ALL#,Sad,3,4,1,5,Shhhh!
Host,Powerful,3,4,1,6,"Folks, has this ever happened to you. You go to the refrigerator to get a nice glass of milk, and these darn cartons are so flingin'-flangin' hard to open."
Joey Tribbiani,Joyful,3,4,1,7,"Oh, you said it Mike. Aw! There's got to be a better way!"
Mike,Neutral,3,4,1,8,And there is Kevin.
Joey Tribbiani,Scared,3,4,1,9,Can we please turn this off?
Rachel Green,Scared,3,4,1,10,"Noo way, Kevin."
Mike,Joyful,3,4,1,11,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.
Ross Geller,Neutral,3,4,1,12,Are you intrigued?
Chandler Bing,Neutral,3,4,1,13,You're flingin'-flangin' right I am!
Mike,Powerful,3,4,1,14,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do. Go ahead. This works with any milk carton."
Joey Tribbiani,Joyful,3,4,1,15,"Wow, it is easy. Now, I can have milk everyday."
Phoebe Buffay,Neutral,3,4,4,2,"Oh, it's your audition from this morning. Can I use the phone again?"
Rachel Green,Neutral,3,4,4,3,"Sure Pheebs, you know, that's what it's there for, emergencies and pretend agents."
Joey Tribbiani,Joyful,3,4,4,4,"Come on baby, come on!"
Phoebe Buffay,Neutral,3,4,4,5,"'Hi, I have Phoebe Buffay returning a page. Okay, well, um, she's in her car I'll have to patch you through.'"
Rachel Green,Joyful,3,4,4,6,Very nice touch.
Phoebe Buffay,Joyful,3,4,4,7,"'Okay, go ahead.' Um, hi Annie. Fantastic! You got it. Oh, okay, um, 'Will he work for scale?' you ask me. Well, I don't know about that, except that I do and he will. Great, oh you are such a sweetheart. I would love to have lunch with you, how about we have lunch next.... Op, went through a tunnel."
Rachel Green,Joyful,3,4,4,8,Unbelievable.
Joey Tribbiani,Joyful,3,4,4,9,Thank you so much.
Phoebe Buffay,Joyful,3,4,4,10,"It was really fun, I mean I've never talked on a car phone before."
Joey Tribbiani,Joyful,3,4,4,11,"You were amazing, could you just do me this huge favor, you see there's this one other audition that I really, really want, and Estelle couldn't get me in."
Phoebe Buffay,Joyful,3,4,4,12,"Oh, I don't know. I mean it was fun one time."
Joey Tribbiani,Neutral,3,4,4,13,"Come on, please, it'll be just this one more, well actually it's two."
Phoebe Buffay,Neutral,3,4,4,14,Two?
Joey Tribbiani,Joyful,3,4,4,15,"Yeah! Well, well really it's three. Please. You're so good at it. I love you."
Phoebe Buffay,Scared,3,4,4,16,"Okay, I'll do it, but just these three, right"
Joey Tribbiani,Scared,3,4,4,17,"Nooo, four."
Janice Litman Goralnik,Neutral,3,4,5,2,"So, how come you wanted to eat in tonight?"
Chandler Bing,Peaceful,3,4,5,3,"'Cause, I wanted to uh, give you this."
Janice Litman Goralnik,Joyful,3,4,5,4,"Ohhh, are you a puppy! Contact paper! I never really know what to say when someone you're sleeping with gives you contact paper."
Chandler Bing,Peaceful,3,4,5,5,"Well, wait there's, there's more. See the contact paper is to go into your brand new drawer. See, the drawer actually goes in my dresser."
Janice Litman Goralnik,Neutral,3,4,5,6,"Oh, you didn't have to do this."
Chandler Bing,Joyful,3,4,5,7,"Yes, I did. Yes, I did. Because, you're my girlfriend, and that's what girlfriends should, should get."
Janice Litman Goralnik,Joyful,3,4,5,8,"Well, I gotta buy a vowel. Because, oh my Gawd! Who, would've thought that someday, Chandler Bing would buy me a drawer."
Chandler Bing,Joyful,3,4,5,9,"Well, not me. But that's what's happened, and, ah, and, and there's more. We should take a trip."
Janice Litman Goralnik,Neutral,3,4,5,10,We should?
Chandler Bing,Joyful,3,4,5,11,"Yep, we're a couple and that's what couples do. And, I wanna meet your parents. We should take a trip with your parents!"
Janice Litman Goralnik,Joyful,3,4,5,12,"I don't think we need to, because you're tripping me out right now! Are you okay?"
Chandler Bing,Joyful,3,4,5,13,"I am, I actually am. I mean this is amazing. My entire life I have feared this place, and now that I'm here it's like what was the big deal. I could probably say 'Let's move in together.' and I'd be okay."
Janice Litman Goralnik,Neutral,3,4,5,14,You probably want us to move in together?
Chandler Bing,Joyful,3,4,5,15,It doesn't scare me!
Janice Litman Goralnik,Scared,3,4,5,16,"Yeah, well, it scares me! I mean I not even divorced yet, Chandler. You know, you just invited me over here for pasta, and all of the sudden you're talking about moving in together. And, and I wasn't even that hungry. You know what, it's getting a little late, and I-I should just, um..."
Chandler Bing,Sad,3,4,5,17,"Oh, no, no, no, don't go! I've scared ya'! I've said too much! I'm hopeless, and awkward, and desperate for love!! Hey, Janice! It's me. Um, yeah, I-I-I just wanna apologize in advance for having chased you down the street."
Rachel Green,Neutral,3,4,6,2,"Honey, this will help."
Chandler Bing,Neutral,3,4,6,3,"So, I finally catch up to her and she says this relationship is going to fast and we have to slow down."
Monica Geller,Sad,3,4,6,5,That is never good.
Chandler Bing,Neutral,3,4,6,6,Then I got all needy and clingy.
Rachel Green,Peaceful,3,4,6,7,"Okay, wait a minute, wait a minute, wait a minute. Maybe it's not so bad. How did you leave it?"
Chandler Bing,Neutral,3,4,6,8,She said she'd call me.
Chandler Bing,Neutral,3,4,6,10,Oh God.
Monica Geller,Peaceful,3,4,6,11,Welcome to our side of the tunnel.
Chandler Bing,Mad,3,4,6,12,This ice cream tastes like crap by the way.
Rachel Green,Neutral,3,4,6,13,"Yeah, well that's that lo-cal, non dairy, soy milk junk. We sort of, we save the real stuff for those really terminal cases."
Monica Geller,Powerful,3,4,6,14,"You know, when you start get screwed over all the time, you gotta switch to low-fat."
Rachel Green,Neutral,3,4,6,15,"Yeah, you do."
Chandler Bing,Joyful,3,4,6,16,"So, you don't think I'm terminal?"
Monica Geller,Peaceful,3,4,6,17,"Well, no, not at all, you're not terminal, you just, you just need some damage control."
Chandler Bing,Joyful,3,4,6,18,"Okay, okay. So, should I call her?"
Rachel Green,Neutral,3,4,6,20,"This is a very critical time right now. If you feel yourself reaching for that phone, then you go shoe shopping, you get your butt in a bubble bath. You want her back you have to start acting aloof."
Monica Geller,Peaceful,3,4,6,21,She has to know that your not ready.
Rachel Green,Neutral,3,4,6,22,"Right. So, what you have to do is, you have to accidentally run into her on purpose. And then act aloof."
Chandler Bing,Joyful,3,4,6,23,"So I'm not, not gonna lose her?"
Rachel Green,Neutral,3,4,6,24,"Oooh, honey, you're not a total loser."
Chandler Bing,Neutral,3,4,6,25,"I said, 'So I'm not gonna lose her?'"
Rachel Green,Neutral,3,4,6,26,Oh.
Ross Geller,Joyful,3,4,7,2,"Guess who's here. It's the toughest guy in toy land, Ben. 'A real American hero. I'm G.I. Joe!' Drop the Barbi, drop the Barbi."
Rachel Green,Joyful,3,4,7,3,G.I. Joe? Do you really think he's gonna fall for that?
Joey Tribbiani,Joyful,3,4,7,4,G. I. Joe! Cool! Can I play?
Ross Geller,Powerful,3,4,7,5,"Look Ben, it's a toy that protects U.S. oil interests overseas!"
Phoebe Buffay,Sad,3,4,7,7,Helloo! Oh!
Joey Tribbiani,Joyful,3,4,7,8,Pheebs! There you are!
Phoebe Buffay,Scared,3,4,7,9,"No it's not, sorry."
Joey Tribbiani,Joyful,3,4,7,10,"But Phoebe, wait! Wait! Phoebe. Phoebe!"
Phoebe Buffay,Neutral,3,4,7,11,"Oh, Joey! Oh, okay, see I didn't recognize you wearing, in those....pants."
Joey Tribbiani,Neutral,3,4,7,12,"Look listen, that TV movie I went in for? Did you hear anything? I think I got a shot at it."
